id_key,tdu_company_name,rep_company,product,kwh500,kwh1000,kwh2000,fees_credits,pre_paid,time_of_use,fixed,rate_type,renewable,term_value,cancel_fee,website,special_terms,terms_url,promotion,promotion_desc,facts_url,enroll_url,prepaid_url,enroll_phone,new_customer,min_usage_fees_credits,language,rating,zipcodes,pdf_filepath
23793,AEP TEXAS CENTRAL COMPANY,DIRECT ENERGY,Live Brighter 25,0.11199999999999999,0.10300000000000001,0.098,,False,False,1.0,Fixed,15.0,25.0,135.00,,Lock in a fixed Texas energy rate for 25 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX3717_ENG_20200602.PDF,,,,True,False,,4.0,[],data\PDFs\23793-062520-00-56-02.pdf
23822,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,36 Months PTC Texas Summer Savings Product,0.11800000000000001,0.109,0.105,,False,False,1.0,Fixed,11.0,36.0,200.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL36MPTCSUMRES4ALLAEPC062320.pdf,,,,True,False,,4.0,[],data\PDFs\23822-062520-00-56-02.pdf
23853,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,6 Months PTC Texas Summer Savings Product,0.129,0.12,0.115,,False,False,1.0,Fixed,11.0,6.0,100.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL6MPTCSUMRES4ALLAEPC062320.pdf,,,,True,False,,4.0,[],data\PDFs\23853-062520-00-56-02.pdf
23869,AEP TEXAS CENTRAL COMPANY,SOUTHERN FEDERAL POWER LLC,Variable Advantage: Month-to-Month,0.124,0.114,0.11,,False,False,0.0,Variable,6.0,0.0,0.00,,"Except for rate changes allowed by law, the energy charges displayed will be applied to your first month's bill period and may change on a monthly bill basis at the sole discretion of Southern Federal. To see our historical variable rates, please visit: www.southernfederal.com/VariableProducts",https://bit.ly/2PKZl6o,False,,https://bit.ly/2Y1yojc,,,,True,False,,,[],None
23881,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,11 MONTH TEXAS WIND ,0.105,0.10099999999999999,0.099,,False,False,1.0,Fixed,100.0,11.0,50,,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01XM3,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01Y37,,,,True,False,,3.0,[],data\PDFs\23881-062520-00-56-03.pdf
23891,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,24 Months PTC Texas Summer Savings Product,0.11900000000000001,0.11,0.105,,False,False,1.0,Fixed,11.0,24.0,200.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL24MPTCSUMRES4ALLAEPC062320.pdf,,,,True,False,,4.0,[],data\PDFs\23891-062520-00-56-03.pdf
23904,AEP TEXAS CENTRAL COMPANY,ATG Clean Energy,Texas Clean Autopay 12,0.11699999999999999,0.113,0.111,,False,False,1.0,Fixed,100.0,12.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/3b8zf5m,False,,https://bit.ly/2z4x8Cs,,,,False,False,,1.0,[],None
23909,AEP TEXAS CENTRAL COMPANY,ATG Clean Energy,Texas Clean Autopay 24,0.113,0.109,0.107,,False,False,1.0,Fixed,100.0,24.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2x610wL,False,,https://bit.ly/2BofxWI,,,,False,False,,1.0,[],None
23914,AEP TEXAS CENTRAL COMPANY,ATG Clean Energy,Texas Clean Autopay 36,0.113,0.109,0.107,,False,False,1.0,Fixed,100.0,36.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2WrGuS6,False,,https://bit.ly/2XV7p7P,,,,False,False,,1.0,[],None
23943,AEP TEXAS CENTRAL COMPANY,FIRST CHOICE POWER ,You Got This 23,0.111,0.102,0.09699999999999999,,False,False,1.0,Fixed,15.0,23.0,135.00,,Lock in a fixed Texas energy rate for 23 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX1386_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\23943-062520-00-56-04.pdf
23957,AEP TEXAS CENTRAL COMPANY,JUST ENERGY,Fixed Prepay Plan,0.13,0.13,0.13,,True,False,1.0,Fixed,10.0,12.0,0,,Please call 1-866-256-9229 to sign up on our 12 month Fixed Prepay Plan.,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=nw5ODKU8c4I=&RCID=WTy1V2tnKFc=&L=6f+Ch9flI7k=,False,,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=nw5ODKU8c4I=&RCID=WTy1V2tnKFc=&L=6f+Ch9flI7k=&dt=6/10/2020,,,,True,False,,1.0,[],data\PDFs\23957-062520-00-56-04.pdf
24035,AEP TEXAS CENTRAL COMPANY,GEXA ENERGY,Gexa Choice Green 11,0.106,0.10099999999999999,0.099,,False,False,1.0,Fixed,100.0,11.0,150.00,,Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS,False,,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=GXACHIGRN11&tdspcode=AEP_CENT,,,,True,False,,3.0,[],data\PDFs\24035-062520-00-56-04.pdf
24048,AEP TEXAS CENTRAL COMPANY,SPARK ENERGY LLC,Choice 24,0.122,0.11800000000000001,0.11599999999999999,,False,False,1.0,Fixed,0.0,24.0,100.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=21453&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/CPL_Choice24_062420_English.pdf,,,,True,False,,2.0,[],None
24052,AEP TEXAS NORTH COMPANY,SPARK ENERGY LLC,Spark Choice 24,0.11800000000000001,0.114,0.11199999999999999,,False,False,1.0,Fixed,0.0,24.0,0,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=147812&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/WTU-AEPN_SparkChoice24_062420_English.pdf,,,,True,False,,2.0,[],None
24036,AEP TEXAS NORTH COMPANY,GEXA ENERGY,Gexa Choice Green 11,0.091,0.087,0.086,,False,False,1.0,Fixed,100.0,11.0,150.00,,Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS,False,,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=GXACHIGRN11&tdspcode=AEP_NORTH,,,,True,False,,3.0,[],data\PDFs\24036-062520-00-56-05.pdf
24031,AEP TEXAS NORTH COMPANY,VARSITY ENERGY LLC,Pure 12,0.1,0.096,0.094,,False,False,1.0,Fixed,100.0,12.0,150.00,,,https://varsityenergy.com/wp-content/uploads/2020/06/Pure-12-TOS_AN_6-17-2020.pdf,False,,https://varsityenergy.com/wp-content/uploads/2020/06/Pure-12-EFL_AN_6-17-2020.pdf,,,,False,False,,,[],None
23959,AEP TEXAS NORTH COMPANY,JUST ENERGY,Fixed Prepay Plan,0.113,0.113,0.113,,True,False,1.0,Fixed,10.0,12.0,0.00,,Please call 1-866-256-9229 to sign up on our 12 month Fixed Prepay Plan.<br />,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=AHZjJoJrM8g=&RCID=WTy1V2tnKFc=&L=6f+Ch9flI7k=,False,,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=AHZjJoJrM8g=&RCID=WTy1V2tnKFc=&L=6f+Ch9flI7k=&dt=6/10/2020,,,,True,False,,1.0,[],data\PDFs\23959-062520-00-56-05.pdf
23938,AEP TEXAS NORTH COMPANY,GREEN ENERGY EXCHANGE,Texas Green 36 Autopay,0.092,0.08800000000000001,0.087,,False,False,1.0,Fixed,100.0,36.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2MlvIGE,False,,https://bit.ly/2XoG6DS,,,,False,False,,1.0,[],None
23945,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 23,0.096,0.087,0.083,,False,False,1.0,Fixed,15.0,23.0,135.00,,Lock in a fixed Texas energy rate for 23 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1282_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\23945-062520-00-56-05.pdf
23915,AEP TEXAS NORTH COMPANY,ATG Clean Energy,Texas Clean Autopay 36,0.098,0.095,0.09300000000000001,,False,False,1.0,Fixed,100.0,36.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2WrGuS6,False,,https://bit.ly/36Vi1HQ,,,,False,False,,1.0,[],None
23910,AEP TEXAS NORTH COMPANY,ATG Clean Energy,Texas Clean Autopay 24,0.099,0.095,0.09300000000000001,,False,False,1.0,Fixed,100.0,24.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2x610wL,False,,https://bit.ly/3712uGr,,,,False,False,,1.0,[],None
23905,AEP TEXAS NORTH COMPANY,ATG Clean Energy,Texas Clean Autopay 12,0.10099999999999999,0.09699999999999999,0.095,,False,False,1.0,Fixed,100.0,12.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/3b8zf5m,False,,https://bit.ly/2zXdOr8,,,,False,False,,1.0,[],None
23892,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,24 Months PTC Texas Summer Savings Product,0.102,0.09300000000000001,0.08900000000000001,,False,False,1.0,Fixed,11.0,24.0,200.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL24MPTCSUMRES4ALLAEPN062320.pdf,,,,True,False,,4.0,[],data\PDFs\23892-062520-00-56-06.pdf
23883,AEP TEXAS NORTH COMPANY,CONSTELLATION NEWENERGY INC,11 MONTH TEXAS WIND ,0.094,0.09,0.08800000000000001,,False,False,1.0,Fixed,100.0,11.0,50,,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01XM6,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01Y4C,,,,True,False,,3.0,[],data\PDFs\23883-062520-00-56-06.pdf
23863,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,Variable Advantage: Month-to-Month,0.121,0.113,0.10800000000000001,,False,False,0.0,Variable,6.0,0.0,0.00,,"Except for rate changes allowed by law, the energy charges displayed will be applied to your first month's bill period and may change on a monthly bill basis at the sole discretion of Southern Federal. To see our historical variable rates, please visit: www.southernfederal.com/VariableProducts",https://bit.ly/2PKZl6o,False,,https://bit.ly/2B9VVFS,,,,True,False,,,[],None
23852,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,6 Months PTC Texas Summer Savings Product,0.113,0.10400000000000001,0.1,,False,False,1.0,Fixed,11.0,6.0,100.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL6MPTCSUMRES4ALLAEPN062320.pdf,,,,True,False,,4.0,[],data\PDFs\23852-062520-00-56-06.pdf
23821,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,36 Months PTC Texas Summer Savings Product,0.10099999999999999,0.092,0.08800000000000001,,False,False,1.0,Fixed,11.0,36.0,200.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL36MPTCSUMRES4ALLAEPN062320.pdf,,,,True,False,,4.0,[],data\PDFs\23821-062520-00-56-06.pdf
23795,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 25,0.095,0.086,0.08199999999999999,,False,False,1.0,Fixed,15.0,25.0,135.00,,Lock in a fixed Texas energy rate for 25 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3464_ENG_20200602.PDF,,,,True,False,,4.0,[],data\PDFs\23795-062520-00-56-06.pdf
23762,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Better Rate - 12,0.126,0.11,0.102,,False,False,1.0,Fixed,5.0,12.0,249.00,,,https://bit.ly/2PKZl6o,False,,https://bit.ly/2zi8myc,,,,True,False,,,[],None
23755,AEP TEXAS NORTH COMPANY,RELIANT,Reliant Power On 24 Plan,0.10400000000000001,0.096,0.091,,False,False,1.0,Fixed,12.0,24.0,295.00,,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/09017518826105ca.pdf,,,,True,False,,4.0,[],data\PDFs\23755-062520-00-56-07.pdf
23724,AEP TEXAS NORTH COMPANY,CONSTELLATION NEWENERGY INC,10 Month Usage Bill Credit,0.124,0.085,0.09300000000000001,Constellation will automatically apply a $35 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh. An additional $15 bill credit will be applied when usage reaches 2000 kWh ,False,False,1.0,Fixed,16.0,10.0,50.00,,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01WK5,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01XM6,,,,False,True,,3.0,[],data\PDFs\23724-062520-00-56-07.pdf
23695,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 36,0.094,0.085,0.081,,False,False,1.0,Fixed,15.0,36.0,135.00,,Lock in a fixed Texas energy rate for 36 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1256_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\23695-062520-00-56-08.pdf
23640,AEP TEXAS NORTH COMPANY,FRONTIER UTILITIES,Eco Green 12,0.09,0.086,0.085,,False,False,1.0,Fixed,100.0,12.0,150.00,,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG12&tdspcode=AEP_NORTH,,,,True,False,,1.0,[],data\PDFs\23640-062520-00-56-08.pdf
23638,AEP TEXAS NORTH COMPANY,TOMORROW ENERGY CORP,Earth Care,0.10099999999999999,0.098,0.096,,False,False,1.0,Fixed,100.0,12.0,175.00,,"Headquartered in Houston, Tomorrow Energy is leading the push to create a better, cleaner and more sustainable future by providing its customers 100% renewable  energy at a low fixed-rate along with outstanding customer service. Tomorrow Energy was announced as the winner of the Leadership and Integrity Award at the Energy Marketing Conference in September 2019 and named as one of Houston Business Journal’s 2019 Best Places to Work.  Tomorrow Energy is committed to giving back to the community by working with the Arbor Day Foundation, a nonprofit membership organization dedicated to planting trees. For every calendar quarter a customer is with us, Tomorrow Energy will plant a tree on their behalf. Support renewable energy and lock in your fixed-rate today!",https://api.tomorrowenergy.com/api/document/termsandconditions/electric/en/7759/0/VTX_TE_TOS_RE120-dual.pdf/,False,,https://api.tomorrowenergy.com/api/document/efacts/electric/en/7759/Electricity-Facts-Label-Dual.pdf/,,,,False,False,,,[],data\PDFs\23638-062520-00-56-09.pdf
23517,AEP TEXAS NORTH COMPANY,STREAM ENERGY,Smart Choice 60 Month Plan,0.11900000000000001,0.094,0.092,"Minimum Usage Fee of $10.95 if monthly usage is below 1,000 kwh.
",False,False,1.0,Fixed,10.0,60.0,300.00,,Enjoy peace of mind at a competitive price. This offer is for new customers only.,https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188219349c.pdf,False,,https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188255dd1f.pdf,,,,True,True,,3.0,[],data\PDFs\23517-062520-00-56-09.pdf
23446,AEP TEXAS NORTH COMPANY,RELIANT,Reliant Power On 12 plan,0.10400000000000001,0.096,0.091,,False,False,1.0,Fixed,12.0,12.0,150.00,,This offer is for new customers only who enroll through Power to Choose.,https://www.reliant.com/files/0901751881a30018.pdf,False,,https://www.reliant.com/files/09017518826105cf.pdf,,,,True,False,,4.0,[],data\PDFs\23446-062520-00-56-09.pdf
23435,AEP TEXAS NORTH COMPANY,GREEN ENERGY EXCHANGE,Texas Green 24 Autopay,0.092,0.08800000000000001,0.086,,False,False,1.0,Fixed,100.0,24.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2Qr439K,False,,https://bit.ly/2U4iLoN,,,,False,False,,1.0,[],None
22979,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 36,0.094,0.085,0.081,,False,False,1.0,Fixed,15.0,36.0,135.00,,Lock in a fixed Texas energy rate for 36 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3459_ENG_20200602.PDF,,,,True,False,,4.0,[],data\PDFs\22979-062520-00-56-09.pdf
22990,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 36,0.094,0.085,0.081,,False,False,1.0,Fixed,15.0,36.0,135.00,,Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX1040_ENG_20200602.PDF,,,,True,False,,5.0,[],data\PDFs\22990-062520-00-56-09.pdf
23082,AEP TEXAS NORTH COMPANY,4CHANGE ENERGY,Power Saver 12,0.102,0.098,0.09699999999999999,,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12hab_w.pdf,,,,True,False,,1.0,[],None
22957,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 25,0.095,0.086,0.08199999999999999,,False,False,1.0,Fixed,15.0,25.0,135.00,,Lock in a fixed Texas energy rate for 25 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1254_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\22957-062520-00-56-09.pdf
22911,AEP TEXAS NORTH COMPANY,Iberdrola Texas,Wind by TX 12,0.138,0.129,0.12300000000000001,,False,False,1.0,Fixed,100.0,12.0,250,,"100% renewable Texas wind content, with no hidden fees or base charges.",https://storage.googleapis.com/ibtex_webpdf/TOS/IBRSOL-TX-TOS.pdf,False,,https://iberdrola.my.salesforce.com/sfc/p/#58000000JnCN/a/4I000001AboO/WCBMe_cEyBOFzG48YsS_w3pw52GCDnodXph4UDhOH38,,,,True,False,,,[],None
22913,AEP TEXAS NORTH COMPANY,Iberdrola Texas,Wind by TX 24,0.13699999999999998,0.127,0.121,,False,False,1.0,Fixed,100.0,24.0,250,,"100% renewable Texas wind content, with no hidden fees or base charges.",https://storage.googleapis.com/ibtex_webpdf/TOS/IBRSOL-TX-TOS.pdf,False,,https://iberdrola.my.salesforce.com/sfc/p/58000000JnCN/a/4I000001AboS/ogzhC2IFjbF0CMb.dcbaq73WAyT3VYQRM02fovUpn_M,,,,True,False,,,[],None
22915,AEP TEXAS NORTH COMPANY,Iberdrola Texas,Wind by TX 36,0.136,0.126,0.12,,False,False,1.0,Fixed,100.0,36.0,250,,"100% renewable Texas wind content, with no hidden fees or base charges.",https://storage.googleapis.com/ibtex_webpdf/TOS/IBRSOL-TX-TOS.pdf,False,,https://iberdrola.my.salesforce.com/sfc/p/#58000000JnCN/a/4I000001AboX/CraktGzzBzfBHQh.7GclVlZkjZjv9SnCgzN3majSJlI,,,,True,False,,,[],None
22879,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,3 Months PTC Texas Summer Savings Product,0.126,0.11800000000000001,0.114,,False,False,1.0,Fixed,11.0,3.0,100.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL3MPTCSUMRES4ALLAEPN062320.pdf,,,,True,False,,4.0,[],data\PDFs\22879-062520-00-56-11.pdf
22884,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,12 Months PTC Texas Summer Savings Product,0.102,0.094,0.08900000000000001,,False,False,1.0,Fixed,11.0,12.0,200.00,,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL12MPTCSUMRES4ALLAEPN062320.pdf,,,,True,False,,4.0,[],data\PDFs\22884-062520-00-56-11.pdf
22824,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,Bonus Back - 12,0.133,0.11699999999999999,0.109,,False,False,1.0,Fixed,6.0,12.0,149.00,,Zero minimum fees. Zero maximum usage fees. Zero credit card fees. We sweeten this deal with a bonus credit of $50 applied to your 2nd month's bill.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/3fHG0OS,,,,True,False,,,[],None
22838,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,Residential Fixed - 36,0.133,0.11699999999999999,0.109,,False,False,1.0,Fixed,,36.0,199.00,,Zero minimum usage fees. Zero maximum usage fees. Zero credit card fees. This product is priced perfectly for Texas residents looking for the best possible rate at the longest possible term.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/3aSoELk,,,,True,False,,,[],None
22772,AEP TEXAS NORTH COMPANY,AMIGO ENERGY,Base Saver III - 24,0.145,0.066,0.102,Base Saver Credit: $75.00 if your usage is equal or greater than 1000 kWh per month,False,False,1.0,Fixed,11.0,24.0,175.00 per ESIID,,,https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=Qyoi42yy34A=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,False,,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=EHSgmxsL+p8=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,,,,True,True,,1.0,[],data\PDFs\22772-062520-00-56-11.pdf
22748,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Liberty Plan,0.111,0.102,0.098,,False,False,0.0,Variable,15.0,1.0,0.00,,Enjoy the freedom to switch to one of WTU's fixed-rate plans at any time and not pay an early termination fee,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VWNRXXX0224_ENG_20200602.PDF,,,,True,False,,5.0,[],data\PDFs\22748-062520-00-56-11.pdf
22738,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,Monthly Freedom Plan,0.111,0.102,0.098,,False,False,0.0,Variable,15.0,1.0,0.00,,A month-to-month plan with a low introductory rate and no contract for your Texas electricity needs!,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFNRXXX0212_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\22738-062520-00-56-11.pdf
22717,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Bright Choice,0.111,0.102,0.098,,False,False,0.0,Variable,15.0,1.0,0.00,,Take advantage of market prices and pay the going energy rate each month. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDNRXXX0460_ENG_20200602.PDF,,,,True,False,,4.0,[],data\PDFs\22717-062520-00-56-11.pdf
22600,AEP TEXAS NORTH COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.128,0.122,0.11900000000000001,,False,False,1.0,Fixed,16.0,3.0,175.00 ,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRWTUSAVER3&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRWTUSAVER3&lang=en,,,,False,False,,4.0,[],data\PDFs\22600-062520-00-56-12.pdf
