[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
23691,AEP TEXAS CENTRAL COMPANY,FIRST CHOICE POWER ,You Got This 36,0.117,0.103,0.096,,False,False,1.0,Fixed,15.0,36.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 36 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFARXXX1311_ENG_20200505.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-36-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,2.0
23665,AEP TEXAS CENTRAL COMPANY,RELIANT,Reliant Power On 12 Plan,0.127,0.113,0.106,,False,False,1.0,Fixed,10.0,12.0,150.00,www.reliant.com,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/0901751882275bb7.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=wf3713&sid=A3P_ERCOT_2010JulPTCOffers,,(855) 350-8650,True,False,English,4.0
23722,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,10 Month Usage Bill Credit,0.138,0.094,0.099,Constellation will automatically apply a $35 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh. An additional $15 bill credit will be applied when usage reaches 2000 kWh ,False,False,1.0,Fixed,16.0,10.0,50.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01WK3,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01XDV,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,True,English,3.0
23743,AEP TEXAS CENTRAL COMPANY,RELIANT,Reliant Power On 14 Plan,0.123,0.109,0.102,,False,False,1.0,Fixed,10.0,14.0,150.00,www.reliant.com,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/090175188253a4aa.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=wf3713&sid=A3P_1562314131,,(855) 350-8650,True,False,English,4.0
23753,AEP TEXAS CENTRAL COMPANY,RELIANT,Reliant Power On 24 Plan,0.126,0.112,0.105,,False,False,1.0,Fixed,10.0,24.0,295.00,www.reliant.com,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/090175188253a4ab.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=wf3713&sid=A3P_1562314131,,(855) 350-8650,True,False,English,4.0
23763,AEP TEXAS CENTRAL COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Better Rate - 12,0.117,0.103,0.096,,False,False,1.0,Fixed,5.0,12.0,249.00,https://southernfederal.com,,https://bit.ly/2PKZl6o,False,,https://bit.ly/35JE8k4,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20optimal%20Use%2020200303,,(844) 644-0474,True,False,English,
23773,AEP TEXAS CENTRAL COMPANY,DIRECT ENERGY,Live Brighter 13,0.118,0.104,0.097,,False,False,1.0,Fixed,15.0,13.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 13 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX3646_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-13-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
23783,AEP TEXAS CENTRAL COMPANY,DIRECT ENERGY,Live Brighter 14,0.117,0.103,0.096,,False,False,1.0,Fixed,15.0,14.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 14 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX3647_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-14-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
23793,AEP TEXAS CENTRAL COMPANY,DIRECT ENERGY,Live Brighter 25,0.119,0.105,0.098,,False,False,1.0,Fixed,15.0,25.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 25 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX3648_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-25-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
23803,AEP TEXAS CENTRAL COMPANY,CPL RETAIL ENERGY,Price Protection Plan 26,0.117,0.103,0.096,,False,False,1.0,Fixed,15.0,26.0,135.00,https://www.cplretailenergy.com/texas/electricity-plans/msid/3051/pid/grid?utm_source=BD&utm_medium=ptc,This plan secures a low fixed rate for the term of the plan. Enroll now to avoid fluctuating rates. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1372_ENG_20200505.PDF,https://www.cplretailenergy.com/texas/electricity-plans/price-protection-26-ptc/msid/3051/pid/pp7?utm_source=BD&utm_medium=ptc,,(844) 664-2838,True,False,English,4.0
23811,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,13 Month Texas Summer Savings Product,0.123,0.109,0.102,,False,False,1.0,Fixed,11.0,13.0,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,http://ttps://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL13MPTCSUMRES4ALLAEPC051420.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,True,False,English,4.0
23816,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,25 Month Texas Summer Savings Product,0.124,0.11,0.103,,False,False,1.0,Fixed,11.0,25.0,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL25MPTCSUMRES4ALLAEPC051420.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,True,False,English,4.0
23853,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,6 Months PTC Texas Summer Savings Product,0.133,0.119,0.112,,False,False,1.0,Fixed,11.0,6.0,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL6MPTCSUMRES4ALLAEPC051420.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,True,False,English,4.0
23869,AEP TEXAS CENTRAL COMPANY,SOUTHERN FEDERAL POWER LLC,Variable Advantage: Month-to-Month,0.112,0.098,0.091,,False,False,0.0,Variable,6.0,0.0,0.00,https://southernfederal.com,"Except for rate changes allowed by law, the energy charges displayed will be applied to your first month's bill period and may change on a monthly bill basis at the sole discretion of Southern Federal. To see our historical variable rates, please visit: www.southernfederal.com/VariableProducts",https://bit.ly/2PKZl6o,False,,https://bit.ly/2yQsAPI,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20optimal%20Use%2020200303,,(844) 644-0474,True,False,English,
23874,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 13,0.116,0.101,0.093,,False,False,1.0,Fixed,15.0,13.0,135.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Lock in a fixed Texas energy rate for 13 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/imageserver/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/imageserver/Documents/DocumentName?type=EFL&name=FWNRXXX1012_ENG_20200505.PDF,https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-13-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(855) 509-1070,True,False,English,5.0
23863,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,Variable Advantage: Month-to-Month,0.123,0.107,0.099,,False,False,0.0,Variable,6.0,0.0,0.00,https://southernfederal.com,"Except for rate changes allowed by law, the energy charges displayed will be applied to your first month's bill period and may change on a monthly bill basis at the sole discretion of Southern Federal. To see our historical variable rates, please visit: www.southernfederal.com/VariableProducts",https://bit.ly/2PKZl6o,False,,https://bit.ly/2yOc6aP,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20optimal%20Use%2020200303,,(844) 644-0474,True,False,English,
23852,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,6 Months PTC Texas Summer Savings Product,0.133,0.118,0.11,,False,False,1.0,Fixed,11.0,6.0,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL6MPTCSUMRES4ALLAEPN051420.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,False,English,4.0
23817,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,25 Month Texas Summer Savings Product,0.125,0.11,0.102,,False,False,1.0,Fixed,11.0,25.0,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL25MPTCSUMRES4ALLAEPN051420.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,False,English,4.0
23762,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Better Rate - 12,0.126,0.11,0.102,,False,False,1.0,Fixed,5.0,12.0,249.00,https://southernfederal.com,,https://bit.ly/2PKZl6o,False,,https://bit.ly/2zi8myc,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20optimal%20Use%2020200303,,(844) 644-0474,True,False,English,
23806,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 26,0.115,0.1,0.092,,False,False,1.0,Fixed,15.0,26.0,135.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Lock in a fixed Texas energy rate for 26 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX1013_ENG_20200505.PDF,https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-26-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(855) 509-1070,True,False,English,5.0
23808,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,13 Month Texas Summer Savings Product,0.124,0.109,0.101,,False,False,1.0,Fixed,11.0,13.0,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL13MPTCSUMRES4ALLAEPN051420.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,False,English,4.0
23795,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 25,0.116,0.101,0.093,,False,False,1.0,Fixed,15.0,25.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 25 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3395_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-25-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
23785,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 14,0.114,0.099,0.091,,False,False,1.0,Fixed,15.0,14.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 14 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3394_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-14-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
23775,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 13,0.116,0.101,0.093,,False,False,1.0,Fixed,15.0,13.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 13 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3393_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-13-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
23755,AEP TEXAS NORTH COMPANY,RELIANT,Reliant Power On 24 Plan,0.131,0.115,0.107,,False,False,1.0,Fixed,10.0,24.0,295.00,www.reliant.com,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/0901751882539dd9.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=wf3713&sid=A3P_1562314131,,(855) 350-8650,True,False,English,4.0
23745,AEP TEXAS NORTH COMPANY,RELIANT,Reliant Power On 14 Plan,0.128,0.112,0.104,,False,False,1.0,Fixed,10.0,14.0,150.00,www.reliant.com,This offer is for new customers only who enroll through Power to Choose,https://www.reliant.com/files/0901751881a30018.pdf,False,,http://www.reliant.com/files/090175188253a4a1.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=wf3713&sid=A3P_1562314131,,(855) 350-8650,True,False,English,4.0
23724,AEP TEXAS NORTH COMPANY,CONSTELLATION NEWENERGY INC,10 Month Usage Bill Credit,0.147,0.102,0.107,Constellation will automatically apply a $35 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh. An additional $15 bill credit will be applied when usage reaches 2000 kWh ,False,False,1.0,Fixed,16.0,10.0,50.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01WK5,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01X86,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,True,English,3.0
23709,AEP TEXAS NORTH COMPANY,FRONTIER UTILITIES,Eco Green 11,0.112,0.101,0.096,,False,False,1.0,Fixed,100.0,11.0,150.00,https://www.frontierutilities.com/,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG11&tdspcode=AEP_NORTH,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=79233&PartnerName=PTCEG11,,(877) 261-1024,True,False,English,1.0
23710,AEP TEXAS NORTH COMPANY,FRONTIER UTILITIES,Eco Green 10,0.113,0.102,0.097,,False,False,1.0,Fixed,100.0,10.0,150.00,https://www.frontierutilities.com/,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG10&tdspcode=AEP_NORTH,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=79233&PartnerName=PTCEG10,,(877) 261-1024,True,False,English,1.0
23695,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 36,0.115,0.1,0.092,,False,False,1.0,Fixed,15.0,36.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 36 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1207_ENG_20200505.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-36-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,2.0
23640,AEP TEXAS NORTH COMPANY,FRONTIER UTILITIES,Eco Green 12,0.113,0.102,0.097,,False,False,1.0,Fixed,100.0,12.0,150.00,https://www.frontierutilities.com/,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG12&tdspcode=AEP_NORTH,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=79233&PartnerName=PTCEG12,,(877) 261-1024,True,False,English,1.0
23638,AEP TEXAS NORTH COMPANY,TOMORROW ENERGY CORP,Earth Care,0.1258,0.1153,0.11,,False,False,1.0,Fixed,100.0,12.0,175.00,https://tomorrowenergy.com/,"Headquartered in Houston, Tomorrow Energy is leading the push to create a better, cleaner and more sustainable future by providing its customers 100% renewable  energy at a low fixed-rate along with outstanding customer service. Tomorrow Energy was announced as the winner of the Leadership and Integrity Award at the Energy Marketing Conference in September 2019 and named as one of Houston Business Journal’s 2019 Best Places to Work.  Tomorrow Energy is committed to giving back to the community by working with the Arbor Day Foundation, a nonprofit membership organization dedicated to planting trees. For every calendar quarter a customer is with us, Tomorrow Energy will plant a tree on their behalf. Support renewable energy and lock in your fixed-rate today!",https://api.tomorrowenergy.com/api/document/termsandconditions/electric/en/7739/20191205_Texas_TOS_Final.pdf/,False,,https://api.tomorrowenergy.com/api/document/efacts/electric/en/7739/Electricity-Facts-Label.pdf/,https://tomorrowenergy.com/rates/powertochoose,,(888) 682-8082,False,False,English,
23615,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 26,0.114,0.099,0.091,,False,False,1.0,Fixed,15.0,26.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 26 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1206_ENG_20200505.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-26-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,2.0
23517,AEP TEXAS NORTH COMPANY,STREAM ENERGY,Smart Choice 60 Month Plan,0.13,0.104,0.102,"Minimum Usage Fee of $10.95 if monthly usage is below 1,000 kwh.
",False,False,1.0,Fixed,10.0,60.0,300.00,www.mystream.com,Enjoy peace of mind at a competitive price. This offer is for new customers only.,https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188219349c.pdf,False,,https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188246188b.pdf,https://mystream.com/en/services/energy?utm_source=power_to_choose&utm_medium=affiliate,,(888) 685-7693,True,True,English,3.0
23446,AEP TEXAS NORTH COMPANY,RELIANT,Reliant Power On 12 plan,0.133,0.117,0.109,,False,False,1.0,Fixed,10.0,12.0,150.00,https://www.reliant.com,This offer is for new customers only who enroll through Power to Choose.,https://www.reliant.com/files/0901751881a30018.pdf,False,,https://www.reliant.com/files/090175188246b8d7.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&sid=A3P_1562314131,,(855) 350-8650,True,False,English,4.0
23435,AEP TEXAS NORTH COMPANY,GREEN ENERGY EXCHANGE,Texas Green 24 Autopay,0.12,0.109,0.104,,False,False,1.0,Fixed,100.0,24.0,150.00,https://getgex.com,"100% Renewable, made in Texas!",https://bit.ly/2Qr439K,False,,https://bit.ly/2UYoVri,https://getgex.com/customers/new/residential-pricing-options?zip=76363,,(800) 791-8494,False,False,English,1.0
22824,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,Bonus Back - 12,0.133,0.117,0.109,,False,False,1.0,Fixed,6.0,12.0,149.00,https://southernfederal.com,Zero minimum fees. Zero maximum usage fees. Zero credit card fees. We sweeten this deal with a bonus credit of $50 applied to your 2nd month's bill.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/3fHG0OS,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%207%2020190913,,(844) 644-0474,True,False,English,
23082,AEP TEXAS NORTH COMPANY,4CHANGE ENERGY,Power Saver 12,0.13,0.119,0.114,,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTNC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTNC&productcode=powsvb12haa_w&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12haa_w.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTNC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTNC&productcode=powsvb12haa_w&utm_content=powersaver,,(844) 840-1066,True,False,English,2.0
22990,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 36,0.114,0.099,0.091,,False,False,1.0,Fixed,15.0,36.0,135.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX1007_ENG_20200505.PDF,https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-36-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(855) 509-1070,True,False,English,5.0
22979,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 36,0.115,0.1,0.092,,False,False,1.0,Fixed,15.0,36.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 36 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3384_ENG_20200505.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-36-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
