"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]","[Zipcodes]"
22371,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Prueba Nuestro Servicio Ahora- 3,0.0740,0.0650,0.0610,,False,False,1,Fixed,5,3,39.00,https://southernfederal.com,Not familiar with SoFed? This plan is priced as an introduction to our company. Try us out with this three-month plan and decide for yourself. Automatically save by being enrolled in paperless and eBilling. Must enroll in auto-payment with bank account on file. Extra fees may be incurred for using other payment methods.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/2u8elD,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%203%2020190913,,(844) 644-0474,TRUE,FALSE,Spanish,
22324,ONCOR ELECTRIC DELIVERY COMPANY,4CHANGE ENERGY,Power Saver 12,0.1140,0.1110,0.1090,,False,False,1,Fixed,6,12,20 por cada mes restante,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc_spanish&utm_medium=ONCOR_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_ONCOR&productcode=powsvb12gae_o&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy_s.pdf,False,,https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12gae_o_s.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc_spanish&utm_medium=ONCOR_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_ONCOR&productcode=powsvb12gae_o&utm_content=powersaver,,(844) 840-1066,TRUE,FALSE,Spanish,2
22438,ONCOR ELECTRIC DELIVERY COMPANY,CONSERVICE ENERGY,Conservice Green,0.1100,0.1050,0.1030,,False,False,1,Fixed,100,12,150.00,https://customer.conserviceenergy.com/,,https://www.conserviceenergy.com/DownLoads/TOS_Bundled.pdf,False,,https://www.conserviceenergy.com/DownLoads/Conservice_Green_EFL_English.pdf,https://customer.conserviceenergy.com/Enrollment/EnrollmentMain,,(877) 815-4412,FALSE,FALSE,English,5,"[75001, 75002, 75015, 75159, 75150, '75001', '75002', '75006', '75007', '75009', '75010', '75011', '75013', '75015', '75019', '75020', '75021', '75022', '75023', '75024', '75025', '75028', '75032', '75033', '75034', '75035', '75038', '75039', '75040', '75041', '75042', '75043', '75044', '75046', '75048', '75050', '75051', '75052', '75054', '75056', '75057', '75058', '75060', '75061', '75062', '75063', '75065', '75067', '75068', '75069', '75070', '75071', '75072', '75074', '75075', '75076', '75077', '75078', '75080', '75081', '75082', '75083', '75087', '75088', '75089', '75090', '75091', '75092', '75093', '75094', '75098', '75099', '75101', '75102', '75103', '75104', '75109', '75110', '75114', '75115', '75116', '75117', '75119', '75121', '75124', '75125', '75126', '75127', '75132', '75134', '75135', '75137', '75138', '75141', '75142', '75143', '75144', '75146', '75147', '75148', '75149', '75150', '75151', '75152', '75153', '75154', '75155', '75156', '75157', '75159', '75160', '75161', '75163', '75164', '75165', '75166', '75167', '75169', '75172', '75173', '75180', '75181', '75182', '75185', '75189', '75201', '75202', '75203', '75204', '75205', '75206', '75207', '75208', '75209', '75210', '75211', '75212', '75214', '75215', '75216', '75217', '75218', '75219', '75220', '75223', '75224', '75225', '75226', '75227', '75228', '75229', '75230', '75231', '75232', '75233', '75234', '75235', '75236', '75237', '75238', '75240', '75241', '75242', '75243', '75244', '75246', '75247', '75248', '75249', '75251', '75252', '75253', '75254', '75261', '75270', '75287', '75381', '75398', '75401', '75402', '75403', '75404', '75407', '75409', '75411', '75414', '75415', '75418', '75420', '75421', '75422', '75423', '75424', '75426', '75428', '75431', '75432', '75433', '75437', '75438', '75439', '75441', '75442', '75446', '75447', '75448', '75449', '75452', '75454', '75458', '75459', '75460', '75462', '75469', '75470', '75473', '75474', '75476', '75477', '75479', '75481', '75482', '75486', '75488', '75492', '75495', '75496', '75497', '75550', '75554', '75652', '75654', '75667', '75684', '75701', '75702', '75703', '75704', '75705', '75706', '75707', '75708', '75709', '75710', '75711', '75712', '75713', '75750', '75751', '75752', '75754', '75756', '75757', '75758', '75760', '75762', '75763', '75764', '75766', '75770', '75771', '75773', '75778', '75779', '75780', '75782', '75783', '75785', '75789', '75790', '75791', '75801', '75802', '75803', '75831', '75833', '75835', '75839', '75840', '75844', '75849', '75850', '75851', '75853', '75855', '75859', '75860', '75861', '75901', '75902', '75904', '75925', '75937', '75941', '75943', '75949', '75961', '75962', '75963', '75964', '75965', '75969', '75976', '75980', '76001', '76002', '76004', '76005', '76006', '76008', '76009', '76010', '76011', '76012', '76013', '76014', '76015', '76016', '76017', '76018', '76020', '76021', '76022', '76023', '76028', '76031', '76033', '76034', '76035', '76036', '76039', '76040', '76041', '76044', '76048', '76049', '76050', '76051', '76052', '76053', '76054', '76055', '76058', '76059', '76060', '76063', '76064', '76065', '76066', '76067', '76068', '76071', '76073', '76078', '76082', '76084', '76085', '76086', '76087', '76088', '76092', '76098', '76102', '76103', '76104', '76105', '76106', '76107', '76108', '76109', '76110', '76111', '76112', '76114', '76115', '76116', '76117', '76118', '76119', '76120', '76123', '76126', '76127', '76129', '76131', '76132', '76133', '76134', '76135', '76137', '76140', '76148', '76155', '76161', '76164', '76177', '76179', '76180', '76182', '76201', '76205', '76207', '76208', '76209', '76210', '76225', '76226', '76227', '76228', '76230', '76233', '76234', '76240', '76244', '76247', '76248', '76249', '76250', '76252', '76253', '76259', '76262', '76264', '76267', '76268', '76270', '76272', '76273', '76301', '76302', '76305', '76306', '76307', '76308', '76310', '76311', '76351', '76354', '76360', '76365', '76366', '76367', '76374', '76380', '76401', '76402', '76424', '76426', '76429', '76430', '76431', '76432', '76435', '76437', '76442', '76444', '76445', '76446', '76448', '76449', '76450', '76454', '76458', '76460', '76462', '76470', '76472', '76484', '76486', '76487', '76490', '76501', '76502', '76503', '76504', '76508', '76511', '76513', '76518', '76519', '76520', '76522', '76524', '76527', '76528', '76530', '76534', '76537', '76539', '76540', '76541', '76542', '76543', '76544', '76548', '76549', '76554', '76556', '76557', '76559', '76561', '76564', '76567', '76569', '76570', '76571', '76574', '76577', '76578', '76579', '76621', '76624', '76626', '76628', '76630', '76631', '76632', '76633', '76635', '76639', '76640', '76641', '76642', '76643', '76645', '76648', '76650', '76651', '76654', '76655', '76656', '76657', '76660', '76661', '76664', '76666', '76667', '76670', '76673', '76676', '76678', '76679', '76680', '76681', '76682', '76685', '76686', '76687', '76691', '76692', '76693', '76701', '76702', '76703', '76704', '76705', '76706', '76707', '76708', '76710', '76711', '76712', '76714', '76801', '76802', '76803', '76823', '76825', '76827', '76834', '76836', '76837', '76844', '76848', '76852', '76853', '76856', '76858', '76859', '76862', '76864', '76871', '76872', '76877', '76878', '76886', '76887', '76890', '76932', '76941', '76951', '76958', '77855', '77865', '78503', '78572', '78615', '78621', '78626', '78628', '78633', '78634', '78650', '78653', '78660', '78664', '78665', '78674', '78680', '78681', '78691', '78717', '78727', '78728', '78750', '78759', '78761', '79097', '79124', '79331', '79351', '79377', '79511', '79512', '79516', '79520', '79526', '79527', '79532', '79535', '79543', '79545', '79549', '79556', '79565', '79701', '79702', '79703', '79704', '79705', '79706', '79707', '79708', '79710', '79711', '79712', '79713', '79714', '79719', '79720', '79721', '79730', '79731', '79733', '79738', '79739', '79741', '79742', '79743', '79745', '79748', '79749', '79754', '79755', '79756', '79758', '79759', '79760', '79761', '79762', '79763', '79764', '79765', '79766', '79770', '79772', '79776', '79777', '79778', '79782', '79783', '79788', '79789']"
22439,ONCOR ELECTRIC DELIVERY COMPANY,CONSERVICE ENERGY,Conservice Green,0.1100,0.1050,0.1030,,False,False,1,Fixed,100,12,150.00,https://customer.conserviceenergy.com/,,https://www.conserviceenergy.com/DownLoads/Spanish_TOS_Bundled.pdf,False,,https://www.conserviceenergy.com/DownLoads/Conservice_Green_EFL_Spanish.pdf,https://customer.conserviceenergy.com/Enrollment/EnrollmentMain,,(877) 815-4412,FALSE,FALSE,Spanish,5
22440,ONCOR ELECTRIC DELIVERY COMPANY,OUR ENERGY LLC,WIND ADVANTAGE 12,0.1020,0.0990,0.0970,,False,False,1,Fixed,100,12,125,https://ourenergyllc.net,,https://cloud.ourenergyllc.net/tos_documents/tos-09242018-v3_1_1.pdf,False,,https://cloud.ourenergyllc.net/efl_documents/OncorWINDADVANTAGE12-12192019-4.pdf,https://www.ourenergyllc.net/search-plan/,,(888) 545-4687,TRUE,FALSE,English,3
22441,ONCOR ELECTRIC DELIVERY COMPANY,OUR ENERGY LLC,WIND ADVANTAGE 12,0.1020,0.0990,0.0970,,False,False,1,Fixed,100,12,125,https://ourenergyllc.net,,https://cloud.ourenergyllc.net/tos_documents/TOS-09242018esp-V3.pdf,False,,https://cloud.ourenergyllc.net/efl_documents/OncorWINDADVANTAGE12ESP-12192019-4.pdf,https://www.ourenergyllc.net/search-plan/,,(888) 545-4687,TRUE,FALSE,Spanish,3
22261,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Power-To-Go Green Variable,0.1490,0.1360,0.1290,,True,False,0,Variable,100,1,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_ENG_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORPXX0292_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-green-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_ONC_PTG_Disclosure_Statement_Eng_20181018.pdf,(888) 676-9883,TRUE,FALSE,English,3,"[75001, 75002, 75015, 75159, 75150, '75001', '75002', '75006', '75007', '75009', '75010', '75011', '75013', '75015', '75019', '75020', '75021', '75022', '75023', '75024', '75025', '75028', '75032', '75033', '75034', '75035', '75038', '75039', '75040', '75041', '75042', '75043', '75044', '75046', '75048', '75050', '75051', '75052', '75054', '75056', '75057', '75058', '75060', '75061', '75062', '75063', '75065', '75067', '75068', '75069', '75070', '75071', '75072', '75074', '75075', '75076', '75077', '75078', '75080', '75081', '75082', '75083', '75087', '75088', '75089', '75090', '75091', '75092', '75093', '75094', '75098', '75099', '75101', '75102', '75103', '75104', '75109', '75110', '75114', '75115', '75116', '75117', '75119', '75121', '75124', '75125', '75126', '75127', '75132', '75134', '75135', '75137', '75138', '75141', '75142', '75143', '75144', '75146', '75147', '75148', '75149', '75150', '75151', '75152', '75153', '75154', '75155', '75156', '75157', '75159', '75160', '75161', '75163', '75164', '75165', '75166', '75167', '75169', '75172', '75173', '75180', '75181', '75182', '75185', '75189', '75201', '75202', '75203', '75204', '75205', '75206', '75207', '75208', '75209', '75210', '75211', '75212', '75214', '75215', '75216', '75217', '75218', '75219', '75220', '75223', '75224', '75225', '75226', '75227', '75228', '75229', '75230', '75231', '75232', '75233', '75234', '75235', '75236', '75237', '75238', '75240', '75241', '75242', '75243', '75244', '75246', '75247', '75248', '75249', '75251', '75252', '75253', '75254', '75261', '75270', '75287', '75381', '75398', '75401', '75402', '75403', '75404', '75407', '75409', '75411', '75414', '75415', '75418', '75420', '75421', '75422', '75423', '75424', '75426', '75428', '75431', '75432', '75433', '75437', '75438', '75439', '75441', '75442', '75446', '75447', '75448', '75449', '75452', '75454', '75458', '75459', '75460', '75462', '75469', '75470', '75473', '75474', '75476', '75477', '75479', '75481', '75482', '75486', '75488', '75492', '75495', '75496', '75497', '75550', '75554', '75652', '75654', '75667', '75684', '75701', '75702', '75703', '75704', '75705', '75706', '75707', '75708', '75709', '75710', '75711', '75712', '75713', '75750', '75751', '75752', '75754', '75756', '75757', '75758', '75760', '75762', '75763', '75764', '75766', '75770', '75771', '75773', '75778', '75779', '75780', '75782', '75783', '75785', '75789', '75790', '75791', '75801', '75802', '75803', '75831', '75833', '75835', '75839', '75840', '75844', '75849', '75850', '75851', '75853', '75855', '75859', '75860', '75861', '75901', '75902', '75904', '75925', '75937', '75941', '75943', '75949', '75961', '75962', '75963', '75964', '75965', '75969', '75976', '75980', '76001', '76002', '76004', '76005', '76006', '76008', '76009', '76010', '76011', '76012', '76013', '76014', '76015', '76016', '76017', '76018', '76020', '76021', '76022', '76023', '76028', '76031', '76033', '76034', '76035', '76036', '76039', '76040', '76041', '76044', '76048', '76049', '76050', '76051', '76052', '76053', '76054', '76055', '76058', '76059', '76060', '76063', '76064', '76065', '76066', '76067', '76068', '76071', '76073', '76078', '76082', '76084', '76085', '76086', '76087', '76088', '76092', '76098', '76102', '76103', '76104', '76105', '76106', '76107', '76108', '76109', '76110', '76111', '76112', '76114', '76115', '76116', '76117', '76118', '76119', '76120', '76123', '76126', '76127', '76129', '76131', '76132', '76133', '76134', '76135', '76137', '76140', '76148', '76155', '76161', '76164', '76177', '76179', '76180', '76182', '76201', '76205', '76207', '76208', '76209', '76210', '76225', '76226', '76227', '76228', '76230', '76233', '76234', '76240', '76244', '76247', '76248', '76249', '76250', '76252', '76253', '76259', '76262', '76264', '76267', '76268', '76270', '76272', '76273', '76301', '76302', '76305', '76306', '76307', '76308', '76310', '76311', '76351', '76354', '76360', '76365', '76366', '76367', '76374', '76380', '76401', '76402', '76424', '76426', '76429', '76430', '76431', '76432', '76435', '76437', '76442', '76444', '76445', '76446', '76448', '76449', '76450', '76454', '76458', '76460', '76462', '76470', '76472', '76484', '76486', '76487', '76490', '76501', '76502', '76503', '76504', '76508', '76511', '76513', '76518', '76519', '76520', '76522', '76524', '76527', '76528', '76530', '76534', '76537', '76539', '76540', '76541', '76542', '76543', '76544', '76548', '76549', '76554', '76556', '76557', '76559', '76561', '76564', '76567', '76569', '76570', '76571', '76574', '76577', '76578', '76579', '76621', '76624', '76626', '76628', '76630', '76631', '76632', '76633', '76635', '76639', '76640', '76641', '76642', '76643', '76645', '76648', '76650', '76651', '76654', '76655', '76656', '76657', '76660', '76661', '76664', '76666', '76667', '76670', '76673', '76676', '76678', '76679', '76680', '76681', '76682', '76685', '76686', '76687', '76691', '76692', '76693', '76701', '76702', '76703', '76704', '76705', '76706', '76707', '76708', '76710', '76711', '76712', '76714', '76801', '76802', '76803', '76823', '76825', '76827', '76834', '76836', '76837', '76844', '76848', '76852', '76853', '76856', '76858', '76859', '76862', '76864', '76871', '76872', '76877', '76878', '76886', '76887', '76890', '76932', '76941', '76951', '76958', '77855', '77865', '78503', '78572', '78615', '78621', '78626', '78628', '78633', '78634', '78650', '78653', '78660', '78664', '78665', '78674', '78680', '78681', '78691', '78717', '78727', '78728', '78750', '78759', '78761', '79097', '79124', '79331', '79351', '79377', '79511', '79512', '79516', '79520', '79526', '79527', '79532', '79535', '79543', '79545', '79549', '79556', '79565', '79701', '79702', '79703', '79704', '79705', '79706', '79707', '79708', '79710', '79711', '79712', '79713', '79714', '79719', '79720', '79721', '79730', '79731', '79733', '79738', '79739', '79741', '79742', '79743', '79745', '79748', '79749', '79754', '79755', '79756', '79758', '79759', '79760', '79761', '79762', '79763', '79764', '79765', '79766', '79770', '79772', '79776', '79777', '79778', '79782', '79783', '79788', '79789']"
22262,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Power-To-Go Green Variable,0.1490,0.1360,0.1290,,True,False,0,Variable,100,1,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Precio medio refleja cargo mensual de $9.99. Sólo para nuevos clientes. Sólo disponible en linea.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_SPA_20170418.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORPXX0292_SPA_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-green-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_ONC_PTG_Disclosure_Statement_Spa_20181018.pdf,(888) 676-9883,TRUE,FALSE,Spanish,3
22415,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Spark Instant Plus 6,0.3800,0.1900,0.0950,"0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh
$175 base charge",False,False,1,Fixed,0,6,200.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/147337/TOS/NoPromo/ONCOR/Electric/75001,False,,https://www.sparkenergy.com/api/enrollment-product-document/147337/EFL_TIEREDPRICING/NoPromo/ONCOR/Electric/75001,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=75001&productid=147337&commodity=Electric&market=ONCOR&utilityId=2&promoCode=&brk_source=&referalid=,,(877) 547-7275,TRUE,TRUE,English,2,"[75001, 75002, 75015, 75159, 75150, '75001', '75002', '75006', '75007', '75009', '75010', '75011', '75013', '75015', '75019', '75020', '75021', '75022', '75023', '75024', '75025', '75028', '75032', '75033', '75034', '75035', '75038', '75039', '75040', '75041', '75042', '75043', '75044', '75046', '75048', '75050', '75051', '75052', '75054', '75056', '75057', '75058', '75060', '75061', '75062', '75063', '75065', '75067', '75068', '75069', '75070', '75071', '75072', '75074', '75075', '75076', '75077', '75078', '75080', '75081', '75082', '75083', '75087', '75088', '75089', '75090', '75091', '75092', '75093', '75094', '75098', '75099', '75101', '75102', '75103', '75104', '75109', '75110', '75114', '75115', '75116', '75117', '75119', '75121', '75124', '75125', '75126', '75127', '75132', '75134', '75135', '75137', '75138', '75141', '75142', '75143', '75144', '75146', '75147', '75148', '75149', '75150', '75151', '75152', '75153', '75154', '75155', '75156', '75157', '75159', '75160', '75161', '75163', '75164', '75165', '75166', '75167', '75169', '75172', '75173', '75180', '75181', '75182', '75185', '75189', '75201', '75202', '75203', '75204', '75205', '75206', '75207', '75208', '75209', '75210', '75211', '75212', '75214', '75215', '75216', '75217', '75218', '75219', '75220', '75223', '75224', '75225', '75226', '75227', '75228', '75229', '75230', '75231', '75232', '75233', '75234', '75235', '75236', '75237', '75238', '75240', '75241', '75242', '75243', '75244', '75246', '75247', '75248', '75249', '75251', '75252', '75253', '75254', '75261', '75270', '75287', '75381', '75398', '75401', '75402', '75403', '75404', '75407', '75409', '75411', '75414', '75415', '75418', '75420', '75421', '75422', '75423', '75424', '75426', '75428', '75431', '75432', '75433', '75437', '75438', '75439', '75441', '75442', '75446', '75447', '75448', '75449', '75452', '75454', '75458', '75459', '75460', '75462', '75469', '75470', '75473', '75474', '75476', '75477', '75479', '75481', '75482', '75486', '75488', '75492', '75495', '75496', '75497', '75550', '75554', '75652', '75654', '75667', '75684', '75701', '75702', '75703', '75704', '75705', '75706', '75707', '75708', '75709', '75710', '75711', '75712', '75713', '75750', '75751', '75752', '75754', '75756', '75757', '75758', '75760', '75762', '75763', '75764', '75766', '75770', '75771', '75773', '75778', '75779', '75780', '75782', '75783', '75785', '75789', '75790', '75791', '75801', '75802', '75803', '75831', '75833', '75835', '75839', '75840', '75844', '75849', '75850', '75851', '75853', '75855', '75859', '75860', '75861', '75901', '75902', '75904', '75925', '75937', '75941', '75943', '75949', '75961', '75962', '75963', '75964', '75965', '75969', '75976', '75980', '76001', '76002', '76004', '76005', '76006', '76008', '76009', '76010', '76011', '76012', '76013', '76014', '76015', '76016', '76017', '76018', '76020', '76021', '76022', '76023', '76028', '76031', '76033', '76034', '76035', '76036', '76039', '76040', '76041', '76044', '76048', '76049', '76050', '76051', '76052', '76053', '76054', '76055', '76058', '76059', '76060', '76063', '76064', '76065', '76066', '76067', '76068', '76071', '76073', '76078', '76082', '76084', '76085', '76086', '76087', '76088', '76092', '76098', '76102', '76103', '76104', '76105', '76106', '76107', '76108', '76109', '76110', '76111', '76112', '76114', '76115', '76116', '76117', '76118', '76119', '76120', '76123', '76126', '76127', '76129', '76131', '76132', '76133', '76134', '76135', '76137', '76140', '76148', '76155', '76161', '76164', '76177', '76179', '76180', '76182', '76201', '76205', '76207', '76208', '76209', '76210', '76225', '76226', '76227', '76228', '76230', '76233', '76234', '76240', '76244', '76247', '76248', '76249', '76250', '76252', '76253', '76259', '76262', '76264', '76267', '76268', '76270', '76272', '76273', '76301', '76302', '76305', '76306', '76307', '76308', '76310', '76311', '76351', '76354', '76360', '76365', '76366', '76367', '76374', '76380', '76401', '76402', '76424', '76426', '76429', '76430', '76431', '76432', '76435', '76437', '76442', '76444', '76445', '76446', '76448', '76449', '76450', '76454', '76458', '76460', '76462', '76470', '76472', '76484', '76486', '76487', '76490', '76501', '76502', '76503', '76504', '76508', '76511', '76513', '76518', '76519', '76520', '76522', '76524', '76527', '76528', '76530', '76534', '76537', '76539', '76540', '76541', '76542', '76543', '76544', '76548', '76549', '76554', '76556', '76557', '76559', '76561', '76564', '76567', '76569', '76570', '76571', '76574', '76577', '76578', '76579', '76621', '76624', '76626', '76628', '76630', '76631', '76632', '76633', '76635', '76639', '76640', '76641', '76642', '76643', '76645', '76648', '76650', '76651', '76654', '76655', '76656', '76657', '76660', '76661', '76664', '76666', '76667', '76670', '76673', '76676', '76678', '76679', '76680', '76681', '76682', '76685', '76686', '76687', '76691', '76692', '76693', '76701', '76702', '76703', '76704', '76705', '76706', '76707', '76708', '76710', '76711', '76712', '76714', '76801', '76802', '76803', '76823', '76825', '76827', '76834', '76836', '76837', '76844', '76848', '76852', '76853', '76856', '76858', '76859', '76862', '76864', '76871', '76872', '76877', '76878', '76886', '76887', '76890', '76932', '76941', '76951', '76958', '77855', '77865', '78503', '78572', '78615', '78621', '78626', '78628', '78633', '78634', '78650', '78653', '78660', '78664', '78665', '78674', '78680', '78681', '78691', '78717', '78727', '78728', '78750', '78759', '78761', '79097', '79124', '79331', '79351', '79377', '79511', '79512', '79516', '79520', '79526', '79527', '79532', '79535', '79543', '79545', '79549', '79556', '79565', '79701', '79702', '79703', '79704', '79705', '79706', '79707', '79708', '79710', '79711', '79712', '79713', '79714', '79719', '79720', '79721', '79730', '79731', '79733', '79738', '79739', '79741', '79742', '79743', '79745', '79748', '79749', '79754', '79755', '79756', '79758', '79759', '79760', '79761', '79762', '79763', '79764', '79765', '79766', '79770', '79772', '79776', '79777', '79778', '79782', '79783', '79788', '79789']"
22416,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Spark Instant Plus 6,0.3800,0.1900,0.0950,"0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh
$175 base charge",False,False,1,Fixed,0,6,200.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/147337/TOS/NoPromo/ONCOR/Electric/75001,False,,https://www.sparkenergy.com/api/enrollment-product-document/147337/EFL_TIEREDPRICING/NoPromo/ONCOR/Electric/75001,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=75001&productid=147337&commodity=Electric&market=ONCOR&utilityId=2&promoCode=&brk_source=&referalid=,,(877) 547-7275,TRUE,TRUE,Spanish,2
