[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
22748,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Liberty Plan,0.132,0.117,0.109,,False,False,0.0,Variable,15.0,1.0,0.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Enjoy the freedom to switch to one of WTU's fixed-rate plans at any time and not pay an early termination fee,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_VAR_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VWNRXXX0208_ENG_20200204.PDF,https://www.wturetailenergy.com/texas/electricity-plans/liberty-plan-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(888) 353-2784,True,False,English,5.0
22738,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,Monthly Freedom Plan,0.132,0.117,0.109,,False,False,0.0,Variable,15.0,1.0,0.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,A month-to-month plan with a low introductory rate and no contract for your Texas electricity needs!<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_VAR_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFNRXXX0195_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/monthly-freedom-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
22728,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 15,0.122,0.107,0.099,,False,False,1.0,Fixed,15.0,15.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 15 months! Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1061_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-15-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
22717,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Bright Choice,0.132,0.117,0.109,,False,False,0.0,Variable,15.0,1.0,0.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Take advantage of market prices and pay the going energy rate each month. Monthly base charge $4.95. For new customers only.<br />,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_VAR_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDNRXXX0440_ENG_20200204.PDF,https://www.directenergy.com/texas/electricity-plans/bright-choice-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
22706,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 17,0.119,0.104,0.096,,False,False,1.0,Fixed,15.0,17.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Take advantage of a competitive energy rate and enjoy 17 months with a great fixed rate for your electricity. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_20191007.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3176_ENG_20200204.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-17-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
22647,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,18 Months Texas Summer Savings Product,0.156,0.129,0.125,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1.0,Fixed,11.0,18.0,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL18MPTCSUMRES4M9ALLAEPN022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,True,English,5.0
22627,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,5 Months Texas Summer Savings Product,0.127,0.1,0.096,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1.0,Fixed,11.0,5.0,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL5MPTCSUMRES4M9ALLAEPN022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,True,English,5.0
22637,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,7 Months Texas Summer Savings Product,0.152,0.125,0.122,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1.0,Fixed,11.0,7.0,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL7MPTCSUMRES4M9ALLAEPN022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,True,English,5.0
22609,AEP TEXAS NORTH COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.122,0.108,0.102,,False,False,1.0,Fixed,16.0,36.0,$175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRWTUSAVER36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRWTUSAVER36&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,False,English,4.0
22600,AEP TEXAS NORTH COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.11,0.096,0.09,,False,False,1.0,Fixed,16.0,3.0,$175.00 ,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRWTUSAVER3&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRWTUSAVER3&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,False,English,4.0
22594,AEP TEXAS NORTH COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.125,0.111,0.105,,False,False,1.0,Fixed,16.0,6.0,$175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRWTUSAVER6&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRWTUSAVER6&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,False,English,4.0
22583,AEP TEXAS NORTH COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.126,0.112,0.106,,False,False,1.0,Fixed,16.0,9.0,$175.00 ,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRWTUSAVER9&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRWTUSAVER9&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,False,English,4.0
22453,AEP TEXAS NORTH COMPANY,CHARIOT ENERGY,Chariot Choice 3,0.089,0.078,0.073,,False,False,1.0,Fixed,100.0,3.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power. We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25029,False,,https://signup.chariotenergy.com/Home/EFl?productId=25029,https://signup.chariotenergy.com/Home/index?ProductCode=RN03000004&Promo=PTC,,(855) 524-2746,False,False,English,3.0
22518,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 30,0.122,0.107,0.099,,False,False,1.0,Fixed,15.0,30.0,135.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX0918_ENG_20200204.PDF,https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-30-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(888) 353-2784,True,False,English,5.0
22549,AEP TEXAS NORTH COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 18 Choice,0.129,0.119,0.113,,False,False,1.0,Fixed,100.0,18.0,150.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba8f.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
22510,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 18,0.122,0.107,0.099,,False,False,1.0,Fixed,15.0,18.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 18 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1056_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-18-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
22500,AEP TEXAS NORTH COMPANY,FIRST CHOICE POWER ,You Got This 4,0.097,0.082,0.074,,False,False,1.0,Fixed,15.0,4.0,135.00,https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC,Lock in a fixed Texas energy rate for 4 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1057_ENG_20200204.PDF,https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-4-ptc/msid/26550/pid/ygt7?utm_source=BD&utm_medium=PTC,,(888) 676-9883,True,False,English,3.0
22488,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 30,0.121,0.106,0.098,,False,False,1.0,Fixed,15.0,30.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Take advantage of a competitive energy rate and enjoy 30 months with a great fixed rate for your electricity. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_20191007.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3172_ENG_20200204.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-30-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
22445,AEP TEXAS NORTH COMPANY,OUR ENERGY LLC,FIX ADVANTAGE 12,0.119,0.108,0.103,,False,False,1.0,Fixed,13.0,12.0,125,https://ourenergyllc.net,,http://www.ourenergyllc.com/prodox/tos/TOS-09242018-V3.pdf,False,,https://cloud.ourenergyllc.net/efl_documents/AEPNOURFIXADVANTAGE12-12232019-21.pdf,https://www.ourenergyllc.net/search-plan/,,(888) 545-4687,True,False,English,3.0
22447,AEP TEXAS NORTH COMPANY,OUR ENERGY LLC,FIX ADVANTAGE 24,0.116,0.106,0.1,,False,False,1.0,Fixed,13.0,24.0,125,https://ourenergyllc.net,,https://cloud.ourenergyllc.net/tos_documents/tos-09242018-v3_1_1.pdf,False,,https://cloud.ourenergyllc.net/efl_documents/AEPNOURFIXADVANTAGE24-12232019-4.pdf,https://www.ourenergyllc.net/search-plan/,,(888) 545-4687,True,False,English,3.0
22395,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 5,0.101,0.086,0.078,,False,False,1.0,Fixed,15.0,5.0,135.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX0917_ENG_20200204.PDF,https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-5-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(888) 353-2784,True,False,English,5.0
22429,AEP TEXAS NORTH COMPANY,SPARK ENERGY LLC,Spark Choice 6,0.13,0.12,0.114,,False,False,1.0,Fixed,0.0,6.0,100.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/147105/TOS/NoPromo/WTU/Electric/79506,False,,https://www.sparkenergy.com/api/enrollment-product-document/147105/EFL/NoPromo/WTU/Electric/79506,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=79506&productid=147105&commodity=Electric&market=WTU&utilityId=5&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,False,English,2.0
22431,AEP TEXAS NORTH COMPANY,SPARK ENERGY LLC,Spark Choice 12,0.145,0.135,0.129,,False,False,1.0,Fixed,0.0,12.0,0.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/147094/TOS/NoPromo/WTU/Electric/79506,False,,https://www.sparkenergy.com/api/enrollment-product-document/147094/EFL/NoPromo/WTU/Electric/79506,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=79506&productid=147094&commodity=Electric&market=WTU&utilityId=5&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,False,English,2.0
22364,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Try Us Out Now- 3,0.093,0.077,0.07,,False,False,1.0,Fixed,5.0,3.0,39.00,https://southernfederal.com,Not familiar with SoFed? This plan is priced as an introduction to our company. Try us out with this three-month plan and decide for yourself. Automatically save by being enrolled in paperless and eBilling. Must enroll in auto-payment with bank account on file. Extra fees may be incurred for using other payment methods.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/2ukZJkj,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%207%2020190913,,(844) 644-0474,True,False,English,
22039,AEP TEXAS NORTH COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free Conserve 12 Choice,0.133,0.112,0.122,"A flat GME energy charge of 5.177¢ per kWh for the first 1,000 kWh, a flat GME energy charge of 9.23¢ per kWh for usage over 1,000 kilowatts and a monthly base charge of $10.00. The price can only change to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges.
",False,False,1.0,Fixed,100.0,12.0,150.00,https://www.greenmountainenergy.com,"Sign up for 100% Pollution Free Electricity today! The more energy you conserve, the more you’ll save. Choose our Pollution Free Conserve plan and get a lower rate on your first 1,000 kWh of monthly usage. Additional terms and conditions apply. See order confirmation page for details.",https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90b60.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,True,English,4.0
22025,AEP TEXAS NORTH COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,0.168,0.158,0.152,,False,False,0.0,Variable,100.0,0.0,0.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90d65.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM,,(844) 854-2260,False,False,English,4.0
22013,AEP TEXAS NORTH COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,0.121,0.111,0.105,,False,False,1.0,Fixed,100.0,12.0,150.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188226b04e.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
21993,AEP TEXAS NORTH COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 60 Choice,0.129,0.119,0.113,,False,False,1.0,Fixed,100.0,60.0,300.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751882186db0.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
21917,AEP TEXAS NORTH COMPANY,WTU RETAIL ENERGY ,Price Protection Plan 6,0.12,0.105,0.097,,False,False,1.0,Fixed,15.0,6.0,135.00,https://www.wturetailenergy.com/texas/electricity-plans/msid/3051/pid/fw12?utm_source=BD&utm_medium=ptc,Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX0916_ENG_20200204.PDF,https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-6-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc,,(888) 353-2784,True,False,English,5.0
21877,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 5,0.101,0.086,0.078,,False,False,1.0,Fixed,15.0,5.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/wc24?utm_source=BD&utm_medium=PTC,Take advantage of a competitive energy rate and enjoy 5 months with a great fixed rate for your electricity. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_20191007.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3157_ENG_20200204.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-5-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
21867,AEP TEXAS NORTH COMPANY,DIRECT ENERGY,Live Brighter 4,0.098,0.083,0.075,,False,False,1.0,Fixed,15.0,4.0,135.00,https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC,Take advantage of a competitive energy rate and enjoy 4 months with a great fixed rate for your electricity. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_20191007.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDNRXXX3158_ENG_20200204.PDF,https://www.directenergy.com/texas/electricity-plans/live-brighter-4-ptc/msid/62/pid/pb12?utm_source=BD&utm_medium=PTC,,(877) 697-7560,True,False,English,3.0
21857,AEP TEXAS NORTH COMPANY,CONSTELLATION NEWENERGY INC,36 Month,0.134,0.124,0.119,,False,False,1.0,Fixed,16.0,36.0,99.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,https://signup.startexpower.constellation.com/Contract/01PD2.pdf/?language=EN,False,,https://signup.startexpower.constellation.com/Contract/01TAE.pdf/?language=EN,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,False,English,2.0
21792,AEP TEXAS NORTH COMPANY,Discount Power,Value Plus 24,0.122,0.112,0.106,,False,False,1.0,Fixed,10.0,24.0,200.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4137.",https://www.discountpowertx.com/files/0901751881e74f73.pdf,False,,https://www.discountpowertx.com/files/090175188226ef33.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
21648,AEP TEXAS NORTH COMPANY,GREEN ENERGY EXCHANGE,Texas Green 12 Autopay,0.122,0.112,0.106,,False,False,1.0,Fixed,100.0,12.0,150.00,https://getgex.com,100% Renewable- made in Texas!,https://bit.ly/3531m2L,False,,https://bit.ly/31VOOdm,https://getgex.com/customers/new/residential-pricing-options?zip=76363,,(800) 791-8494,False,False,English,1.0
21642,AEP TEXAS NORTH COMPANY,Discount Power,Discount Power Prime Value 36,0.118,0.108,0.102,,False,False,1.0,Fixed,10.0,36.0,300.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4137.",https://www.discountpowertx.com/files/09017518809dd16a.pdf,False,,https://www.discountpowertx.com/files/090175188226c5c2.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
21567,AEP TEXAS NORTH COMPANY,CHARIOT ENERGY,Chariot Choice 24,0.116,0.105,0.1,,False,False,1.0,Fixed,100.0,24.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25648,False,,https://signup.chariotenergy.com/Home/EFl?productId=25648,https://signup.chariotenergy.com/Home/index?ProductCode=RN24000019&Promo=PTC,,(855) 524-2746,False,False,English,3.0
21575,AEP TEXAS NORTH COMPANY,CHARIOT ENERGY,Transparent 12,0.106,0.106,0.106,,False,False,1.0,Fixed,100.0,12.0,15 per remaining month,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25650,False,,https://signup.chariotenergy.com/Home/EFl?productId=25650,https://signup.chariotenergy.com/Home/index?ProductCode=RN12000033&Promo=PTC,,(855) 524-2746,False,False,English,3.0
21560,AEP TEXAS NORTH COMPANY,CHARIOT ENERGY,Chariot Choice 36,0.116,0.105,0.1,,False,False,1.0,Fixed,100.0,36.0,49.00,https://chariotenergy.com/,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=25610,False,,https://signup.chariotenergy.com/Home/EFl?productId=25610,https://signup.chariotenergy.com/Home/index?ProductCode=RN36000008&Promo=PTC,,(855) 524-2746,False,False,English,3.0
21523,AEP TEXAS NORTH COMPANY,Discount Power,Plus 12,0.125,0.115,0.109,,False,False,1.0,Fixed,10.0,12.0,150.00,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,"Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4137.",https://www.discountpowertx.com/files/09017518809dd16a.pdf,False,,https://www.discountpowertx.com/files/090175188226c5c0.pdf,https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4137&fromLP=ptc,,(855) 265-9153,True,False,English,3.0
21371,AEP TEXAS NORTH COMPANY,GEXA ENERGY,Gexa Choice Green 3,0.09,0.079,0.074,,False,False,1.0,Fixed,100.0,3.0,150.00,https://www.gexaenergy.com,Lock-in a low fixed rate plan. |Make your bill more predictable with Gexa Energys Budget Billing program. |Free online bill pay and automatic billing options are also available.|This offer is for new customers only who enroll through the Power to Choose website.,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos,False,,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/id/5e22304e41e685004691ffb9,https://signup.gexaenergy.com/?tdu=007923311&pc=PTC_SelectPlus_Green3,,(866) 329-4392,True,False,English,2.0
21272,AEP TEXAS NORTH COMPANY,SPARK ENERGY LLC,Choice 15,0.148,0.138,0.132,,False,False,1.0,Fixed,0.0,15.0,100.00,https://www.sparkenergy.com/,,https://www.sparkenergy.com/api/enrollment-product-document/146172/TOS/NoPromo/WTU/Electric/79506,False,,https://www.sparkenergy.com/api/enrollment-product-document/146172/EFL/NoPromo/WTU/Electric/79506,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=79506&productid=146172&commodity=Electric&market=WTU&utilityId=5&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,False,English,2.0
