,[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
716,22419,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Sure Saver 3,0.124,0.091,0.10400000000000001,Receive a credit of $30.00 if your usage is greater than 999 kWh in a full monthly billing cycle.,False,False,1.0,Fixed,0.0,3.0,100.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/21281/TOS/NoPromo/ONCOR/Electric/75001,False,,https://www.sparkenergy.com/api/enrollment-product-document/21281/EFL_MSFCREDIT/NoPromo/ONCOR/Electric/75001,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=75001&productid=21281&commodity=Electric&market=ONCOR&utilityId=2&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,True,English,2.0
717,22210,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Spark Instant Plus 12,0.4,0.2,0.1," 0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh $220 base fee",False,False,1.0,Fixed,0.0,12.0,200.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/143487/TOS/NoPromo/ONCOR/Electric/75001,False,,https://www.sparkenergy.com/api/enrollment-product-document/143487/EFL_TIEREDPRICING/NoPromo/ONCOR/Electric/75001,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=75001&productid=143487&commodity=Electric&market=ONCOR&utilityId=2&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,True,English,2.0
138,21834,AEP TEXAS CENTRAL COMPANY,SPARK ENERGY LLC,Spark Instant Plus 12,0.48,0.24,0.12," 0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh $240 base fee",False,False,1.0,Fixed,0.0,12.0,200.00,https://www.sparkenergy.com/,,https://www.sparkenergy.com/api/enrollment-product-document/144133/TOS/NoPromo/CPL/Electric/77437,False,,https://www.sparkenergy.com/api/enrollment-product-document/144133/EFL_TIEREDPRICING/NoPromo/CPL/Electric/77437,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=144133&commodity=Electric&market=CPL&utilityId=1&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,True,English,2.0
158,22413,AEP TEXAS CENTRAL COMPANY,SPARK ENERGY LLC,Sure Saver 6,0.172,0.10300000000000001,0.128,Receive a credit of $60.00 if your usage is greater than 999 kWh in a full monthly billing cycle.,False,False,1.0,Fixed,0.0,6.0,100.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/21294/TOS/NoPromo/CPL/Electric/77437,False,,https://www.sparkenergy.com/api/enrollment-product-document/21294/EFL_MSFCREDIT/NoPromo/CPL/Electric/77437,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=21294&commodity=Electric&market=CPL&utilityId=1&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,True,English,2.0
204,22647,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,18 Months Texas Summer Savings Product,0.156,0.129,0.125,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1.0,Fixed,11.0,18.0,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL18MPTCSUMRES4M9ALLAEPN022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,True,English,5.0
376,5506,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SUMMER ENERGY LLC,3 Months Texas Summer Savings Product,0.10800000000000001,0.083,0.08,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,3.0,100.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY Use promo code PTCCNP2019. Autodraft NOT required. Online account management available but not required. Customer service available Mon-Fri 8AM-6PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALLCPT022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCCNP2019,,(888) 594-9299,True,True,English,5.0
536,22624,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SUMMER ENERGY LLC,5 Months Texas Summer Savings Product,0.12,0.095,0.09300000000000001,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1.0,Fixed,11.0,5.0,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCCNP2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL5MPTCSUMRES4M9ALLCPT022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCCNP2019,,(888) 594-9299,True,True,English,5.0
339,6165,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,12 Months Texas Summer Savings Product ,0.159,0.132,0.128,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,12.0,200.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL12MPTCSUMRES4M9ALLAEPN022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,True,English,5.0
340,6168,AEP TEXAS NORTH COMPANY,SUMMER ENERGY LLC,3 Months Texas Summer Savings Product,0.12,0.092,0.08900000000000001,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,3.0,100.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY PROMO CODE PTCAEPN2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALLAEPN022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPN2019,,(888) 594-9299,True,True,English,5.0
567,5503,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,12 Months Texas Summer Savings Product,0.138,0.113,0.11,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,12.0,200.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY USE PROMO CODE: PTCONC2019. Online account management available but not required. Customer service available Mon-Fri 8AM-6PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL12MPTCSUMRES4M9ALLONC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCONC2019,,(888) 594-9299,True,True,English,5.0
16,6163,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,3 Months Texas Summer Savings Product,0.121,0.094,0.091,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,3.0,100.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-6PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,True,True,English,5.0
586,5886,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,3 Months Texas Summer Savings Product,0.10300000000000001,0.078,0.076,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,3.0,100.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY USE PROMO CODE: PTCONC2019. Online account management available but not required. Customer service available Mon-Fri 8AM-6PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALLONC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCONC2019,,(888) 594-9299,True,True,English,5.0
600,355,ONCOR ELECTRIC DELIVERY COMPANY,TEXPO ENERGY,Texpo's Savings AutoPay E-Plan,0.138,0.114,0.113,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,12.0,175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTXUF&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTXUF&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,True,English,4.0
871,456,TEXAS-NEW MEXICO POWER COMPANY,TEXPO ENERGY,Texpo's Savings AutoPay E-Plan,0.157,0.129,0.125,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,12.0,175.00,http://www.texpoenergy.com,No Special Terms,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTNMF&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTNMF&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,True,English,4.0
0,59,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo's Savings AutoPay E-Plan,0.157,0.128,0.124,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,12.0,175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLF&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLF&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,True,English,4.0
354,132,AEP TEXAS NORTH COMPANY,TEXPO ENERGY,Texpo's Savings AutoPay E-Plan,0.155,0.124,0.11900000000000001,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,12.0,175.00,http://www.texpoenergy.com,No Special Terms,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRWTUF&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRWTUF&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,False,True,English,4.0
420,16822,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TXU ENERGY,Value Edge 12,0.155,0.109,0.138,Managing your budget just got easier with a $30 bill credit that’s automatically applied each month when your usage is 800 kWh or more.,False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/valueedge12,Your actual average price per kWh for electricity service will depend on your usage as shown in the Electricity Facts Label (EFL). The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=CPX30VALED12AZ&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_CENTERP,http://www.txu.com/ptc/valueedge12,,(855) 847-6135,True,True,English,5.0
856,16826,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,Value Edge 12,0.157,0.109,0.134,Managing your budget just got easier with a $30 bill credit that’s automatically applied each month when your usage is 800 kWh or more.,False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/valueedge12,Your actual average price per kWh for electricity service will depend on your usage as shown in the Electricity Facts Label (EFL). The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMX30VALED12AP&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR,http://www.txu.com/ptc/valueedge12,,(855) 847-6135,True,True,English,5.0
903,11119,TEXAS-NEW MEXICO POWER COMPANY,TXU ENERGY,Saver's Deal 12,0.175,0.157,0.115,"A $30 bill credit will be applied for each billing cycle in which usage is 1,200 kWh or more.",False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/saversdeal12,Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Saver's Deal 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=NMX30SAVDL12AO&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_TNMPOWR,http://www.txu.com/ptc/saversdeal12,,(855) 847-6135,True,True,English,5.0
19,11115,AEP TEXAS CENTRAL COMPANY,TXU ENERGY,Saver's Deal 12,0.177,0.158,0.115,"A $30 bill credit will be applied for each billing cycle in which usage is 1,200 kWh or more.",False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/saversdeal12,Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Saver's Deal 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SAVDL12AN&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC,http://www.txu.com/ptc/saversdeal12,,(855) 847-6135,True,True,English,5.0
62,16823,AEP TEXAS CENTRAL COMPANY,TXU ENERGY,Value Edge 12,0.158,0.109,0.133,Managing your budget just got easier with a $30 bill credit that’s automatically applied each month when your usage is 800 kWh or more.,False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/valueedge12,Your actual average price per kWh for electricity service will depend on your usage as shown in the Electricity Facts Label (EFL). The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30VALED12AK&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC,http://www.txu.com/ptc/valueedge12,,(855) 847-6135,True,True,English,5.0
638,16821,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,Value Edge 12,0.142,0.099,0.127,Managing your budget just got easier with a $30 bill credit that’s automatically applied each month when your usage is 800 kWh or more.,False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/valueedge12,Your actual average price per kWh for electricity service will depend on your usage as shown in the Electricity Facts Label (EFL). The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30VALED12AO&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR,http://www.txu.com/ptc/valueedge12,,(855) 847-6135,True,True,English,5.0
568,11118,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,Saver's Deal 12,0.158,0.145,0.105,"A $30 bill credit will be applied for each billing cycle in which usage is 1,200 kWh or more.",False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/saversdeal12,Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Saver's Deal 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONX30SAVDL12AU&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR,http://www.txu.com/ptc/saversdeal12,,(855) 847-6135,True,True,English,5.0
15,4125,AEP TEXAS CENTRAL COMPANY,YEP,Operation USO Support Our Troops Month to Month AutoPay E-Plan,0.142,0.113,0.109,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,http://www.yeptexas.com/,"YEP has partnered with the USO to enable you to directly support our troops and their families, both abroad and domestically. For every 1000 kilowatt hours you consume under YEP's Operation USO Support Our Troops AutoPay E-Plan, a contribution of $3 will be made by YEP to the USO's Warrior and Family Care Program.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLUSOPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLUSOPROMO&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,True,True,English,4.0
357,142,AEP TEXAS NORTH COMPANY,YEP,No Long Term Commitment AutoPay E-Plan,0.15,0.11900000000000001,0.114,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,$0.00,http://www.yeptexas.com,No Special Terms,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRWTUPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRWTUPROMO&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,True,True,English,4.0
360,250,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.131,0.105,0.10300000000000001,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,12.0,175.00,http://www.yeptexas.com,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCNPF&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCNPF&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,True,English,4.0
349,2023,AEP TEXAS NORTH COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.139,0.10800000000000001,0.10300000000000001,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,24.0,175.00,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRWTUF24&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRWTUF24&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,True,English,4.0
351,1874,AEP TEXAS NORTH COMPANY,YEP,Green Earth 100% Renewable AutoPay E-Plan with Flexible Term,0.157,0.126,0.121,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,100.0,1.0,0.00,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRWTUPROMOGREEN&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRWTUPROMOGREEN&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,True,True,English,4.0
367,2027,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.13,0.10400000000000001,0.102,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,24.0,175.00,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCNPF24&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCNPF24&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,True,English,4.0
2,66,AEP TEXAS CENTRAL COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.14400000000000002,0.115,0.111,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,12.0,175.00,http://www.yeptexas.com,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,True,English,4.0
372,4118,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.128,0.102,0.1,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,36.0,175.00,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCNPF36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCNPF36&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,True,English,4.0
126,21197,AEP TEXAS CENTRAL COMPANY,4CHANGE ENERGY,Power Saver 36,0.11599999999999999,0.107,0.10300000000000001,,False,False,1.0,Fixed,6.0,36.0,20 per month remaining,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_36&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb36gad_a&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/Docs/efl_powsvb36gad_a.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_36&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb36gad_a&utm_content=powersaver,,(844) 840-1066,True,False,English,2.0
149,22172,AEP TEXAS CENTRAL COMPANY,4CHANGE ENERGY,Power Saver 12,0.133,0.124,0.11900000000000001,,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb12gad_a&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12gad_a.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb12gad_a&utm_content=powersaver,,(844) 840-1066,True,False,English,2.0
378,9628,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,4CHANGE ENERGY,Power Saver 24,0.111,0.105,0.10300000000000001,,False,False,1.0,Fixed,6.0,24.0,20 per month remaining,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=CENTERP_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_CENTERP&productcode=powsvb24gah_c&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/Docs/efl_powsvb24gah_c.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=CENTERP_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_CENTERP&productcode=powsvb24gah_c&utm_content=powersaver,,(844) 840-1066,True,False,English,2.0
304,16466,AEP TEXAS NORTH COMPANY,AMBIT ENERGY,Ambit Green Texas Flex,0.19899999999999998,0.183,0.17600000000000002,,False,False,0.0,Variable,100.0,1.0,0.00,http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C,,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1662_279_1/EN,http://www.ambitenergy.com,,(877) 282-6248,False,False,English,2.0
407,16442,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Lone Star Flex,0.187,0.17600000000000002,0.171,,False,False,0.0,Variable,15.0,1.0,0.00,http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C,,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1654_284_1/EN,http://www.ambitenergy.com,,(877) 282-6248,False,False,English,2.0
405,16426,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Lone Star Classic 12,0.16,0.14400000000000002,0.13699999999999998,,False,False,1.0,Fixed,15.0,12.0,199.00,http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C,A monthly E-Plan credit is available for this product by successfully enrolling in Ambit Energy’s Paperless Billing and Automatic Payment programs when you sign up for new service. See Electricity Facts Label for discount information and enrollment requirements.,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_12ENR1660_284_1/EN,http://www.ambitenergy.com,,(877) 282-6248,False,False,English,2.0
52,16469,AEP TEXAS CENTRAL COMPANY,AMBIT ENERGY,Ambit Green Texas Flex,0.19699999999999998,0.183,0.17600000000000002,,False,False,0.0,Variable,100.0,1.0,0.00,http://ww2.ambitenergy.com/rates-and-plans?pmc=P2C,,https://mediaserver.ambitenergy.com/media/get/TexasTermsOfService,False,,https://mediaserver.ambitenergy.com/media/get/TXUNBUNDLED_0ENR1662_288_1/EN,http://www.ambitenergy.com,,(877) 282-6248,False,False,English,2.0
195,22772,AEP TEXAS NORTH COMPANY,AMIGO ENERGY,PTC Plan - 16,0.113,0.11,0.109,,False,False,1.0,Fixed,11.0,16.0,175.00 per ESIID,,"Lock in your energy rate for 16 months with no Base Charges, no Minimum Use fees or Payment fees! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details.",https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=6KI1CPUJ9cs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,False,,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=6KI1CPUJ9cs=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.amigoenergy.com/energy-rates-and-plans?pc=PTC,,(888) 995-9299,True,False,English,1.0
