"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"20659","AEP TEXAS NORTH COMPANY","PULSE POWER LLC","Texas Fixed 24","0.1240","0.1190","0.1160","","False","False","1","Fixed","15","24","20/month remaining ","www.pulsepowertexas.com","Long-term, low maintenance and fixed price electricity for 2 years!$4.95 flat fee per billing cycle.","https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf","False","","https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=446&BrandID=1&PromoCodeID=280","http://www.pulsepowertexas.com/enrollment?promocode=PTC","","(888) 785-7797","FALSE","FALSE","English","1"
"20660","AEP TEXAS NORTH COMPANY","PULSE POWER LLC","Texas Fixed 36 ","0.1230","0.1180","0.1150","","False","False","1","Fixed","15","36","20/month remaining ","www.pulsepowertexas.com","Pulse Power's most popular plan! 36 months of price security!$4.95 flat fee per billing cycle.","https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf","False","","https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=451&BrandID=1&PromoCodeID=280","http://www.pulsepowertexas.com/enrollment?promocode=PTC","","(888) 785-7797","FALSE","FALSE","English","1"
"20661","AEP TEXAS NORTH COMPANY","PULSE POWER LLC","Texas Green 12 ","0.1280","0.1230","0.1200"," ","False","False","1","Fixed","100","12","20/month remaining ","www.pulsepowertexas.com","Reduce your carbon footprint with a 100% green power plan!$4.95 flat fee per billing cycle.","https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf","False","","https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=441&BrandID=1&PromoCodeID=280&ProductID=3","http://www.pulsepowertexas.com/enrollment?promocode=PTC","","(888) 785-7797","FALSE","FALSE","English","1"
"20663","AEP TEXAS NORTH COMPANY","PULSE POWER LLC","Texas Green 36 ","0.1260","0.1210","0.1180","","False","False","1","Fixed","100","36","20/month remaining ","www.pulsepowertexas.com","Meet your environmental goals with 100% renewable energy!$4.95 flat fee per billing cycle.","https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf","False","","https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=451&BrandID=1&PromoCodeID=280&ProductID=3","http://www.pulsepowertexas.com/enrollment?promocode=PTC","","(888) 785-7797","FALSE","FALSE","English","1"
"20399","AEP TEXAS NORTH COMPANY","POWER OF TEXAS HOLDINGS INC","Plan de Tarifa Fija Power of Texas 24","0.1280","0.1130","0.1050","","False","False","1","Fixed","24","24","150.00","www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.Spanish_13d9b46a-b9db-47b7-b0db-42668e793eb9.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F24D0DG015_20200427_SPA_7d76538a-3857-4ae8-85d8-f5d17d8db4cb.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","Spanish","1"
"20400","AEP TEXAS NORTH COMPANY","POWER OF TEXAS HOLDINGS INC","Plan de Tarifa Fija Power of Texas 12","0.1310","0.1160","0.1080","","False","False","1","Fixed","24","12","150.00","www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.Spanish_b5569018-92fd-4ab0-9f19-9502ce150943.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F12D0DG015_20200427_SPA_b644e16c-88a3-4b11-98c6-b25efec2ff61.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","Spanish","1"
"20401","AEP TEXAS NORTH COMPANY","POWER OF TEXAS HOLDINGS INC","Plan de Tarifa Fija Power of Texas 18","0.1340","0.1190","0.1110","","False","False","1","Fixed","24","18","150.00","www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.Spanish_747afc2b-84d2-4a74-99c0-e4f61bea0996.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F18D0DG015_20200427_SPA_ea10e8ed-83e0-4260-9163-3028c66e91bc.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","Spanish","1"
"20373","AEP TEXAS NORTH COMPANY","POWER OF TEXAS HOLDINGS INC","Power of Texas 24","0.1280","0.1130","0.1050","","False","False","1","Fixed","24","24","150.00","http://www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_1a58b0d4-a8bb-4ade-9f69-d306cb7b29b3.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F24D0DG015_20200427_ENG_20679179-a3e4-4d69-b8c4-b19c65b5315a.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","English","1"
"20374","AEP TEXAS NORTH COMPANY","POWER OF TEXAS HOLDINGS INC","Power of Texas 12","0.1310","0.1160","0.1080","","False","False","1","Fixed","24","12","150.00","http://www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_5bfa6699-34fc-4e8a-9b8d-eeb97c995d42.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F12D0DG015_20200427_ENG_f1fd2d11-c4bc-49dd-84d6-489eb7c7a4b4.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","English","1"
"20375","AEP TEXAS NORTH COMPANY","POWER OF TEXAS HOLDINGS INC","Power of Texas 18","0.1340","0.1190","0.1110","","False","False","1","Fixed","24","18","150.00","http://www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_5bfa6699-34fc-4e8a-9b8d-eeb97c995d42.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F18D0DG015_20200427_ENG_f018c547-4b2c-46c1-b621-155356b40420.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","English","1"
"20112","AEP TEXAS NORTH COMPANY","CIRRO ENERGY","Smart Basic 15","0.1200","0.1090","0.1040","","False","False","1","Fixed","10","15","200.00","https://www.cirroenergy.com/espanol","Opciones eBill y Bill Alert sin papel ::: Servicio al cliente local 24/7 ::: Sin tarifas para VISA, DISCOVER y MC ::: Fácil acceso a la cuenta en línea ::: Esta oferta es solo para nuevos clientes","https://www.cirroenergy.com/files/0901751880b58ee8.pdf","False","","https://www.cirroenergy.com/files/090175188247bb8f.pdf","https://www.cirroenergy.com/espanol","","(844) 417-7180","TRUE","FALSE","Spanish","3"
"20015","AEP TEXAS NORTH COMPANY","VETERAN ENERGY LLC","Basic 12 Month","0.1250","0.1150","0.1090","","False","False","1","Fixed","4","12","150.00","https://www.veteranenergy.us","Únete a Veteran Energy y Apoya a Nuestros Héroes cada vez que enciendas un interruptor de luz. Ve a VeteranEnergy.us para detalles. ","https://api.veteranenergy.us/enrollments/pdf/VE/terms-of-service?languagePreference=es_MX","False","","https://api.veteranenergy.us/enrollments/pdf/electricity-facts-label?businessEntityAliasId=29&ldcName=AEPN&rateDescriptor=Basic%2012&promoCode=PTC&languagePreference=es_MX","https://signup.veteranenergy.us/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=SpanishBasic%20Plan&utm_term=12","","(855) 856-7613","FALSE","FALSE","Spanish","5"
"20020","AEP TEXAS NORTH COMPANY","VETERAN ENERGY LLC","Basic 12 Month","0.1250","0.1150","0.1090","","False","False","1","Fixed","4","12","150.00","https://www.veteranenergy.us","Join Veteran Energy and Support Our Heroes every time you turn on a light switch. Go to VeteranEnergy.us for details.","https://api.veteranenergy.us/enrollments/pdf/VE/terms-of-service?languagePreference=es_US","False","","https://api.veteranenergy.us/enrollments/pdf/electricity-facts-label?businessEntityAliasId=29&ldcName=AEPN&rateDescriptor=Basic%2012&promoCode=PTC","https://signup.veteranenergy.us/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Basic%20Plan&utm_term=12","","(855) 856-7613","FALSE","FALSE","English","5"
"20178","AEP TEXAS NORTH COMPANY","PAYLESS POWER","SmarTricity Flex Choice - Prepaid Plan","0.1810","0.1550","0.1430","","True","False","0","Variable",,"1","0.00","https://paylesspower.com/?affiliate=487447","","https://paylesspower.com/files/TOS_2_Prepaid_English.pdf","False","","https://paylesspower.com/files/32_4_eng.pdf","https://paylesspower.com/?affiliate=487447","https://paylesspower.com/files/PrePaid_Disclosure_Statement_English.pdf","(855) 781-6967","FALSE","FALSE","English","3"
"20179","AEP TEXAS NORTH COMPANY","PAYLESS POWER","SmarTricity Transparent 12 - Prepaid Plan","0.1810","0.1450","0.1280","","True","False","1","Fixed",,"12","40.00","https://paylesspower.com/?affiliate=487447","","https://paylesspower.com/files/TOS_2_Prepaid_English.pdf","False","","https://paylesspower.com/files/31_4_eng.pdf","https://paylesspower.com/?affiliate=487447","https://paylesspower.com/files/PrePaid_Disclosure_Statement_English.pdf","(855) 781-6967","FALSE","FALSE","English","3"
"20180","AEP TEXAS NORTH COMPANY","PAYLESS POWER","SmarTricity Flex Choice - Prepaid Plan","0.1810","0.1550","0.1430","","True","False","0","Variable",,"1","0.00","http://487447.paylesspower.com/es/","","https://paylesspower.com/files/TOS_2_Prepaid_Spanish.pdf","False","","https://paylesspower.com/files/32_4_span.pdf","https://paylesspower.com/es/?affiliate=487447","https://paylesspower.com/files/PrePaid_Disclosure_Statement_Spanish.pdf","(855) 781-6967","FALSE","FALSE","Spanish","3"
"20181","AEP TEXAS NORTH COMPANY","PAYLESS POWER","SmarTricity Transparent 12 - Prepaid Plan","0.1810","0.1450","0.1280","","True","False","1","Fixed",,"12","40.00","http://487447.paylesspower.com/es/","","https://paylesspower.com/files/TOS_2_Prepaid_Spanish.pdf","False","","https://paylesspower.com/files/31_4_span.pdf","https://paylesspower.com/es/?affiliate=487447","https://paylesspower.com/files/PrePaid_Disclosure_Statement_Spanish.pdf","(855) 781-6967","FALSE","FALSE","Spanish","3"
"19806","AEP TEXAS NORTH COMPANY","WINDROSE ENERGY","Windrose Saver 36","0.1150","0.1040","0.0990","","False","False","1","Fixed","15","36","200.00","https://www.windroseenergy.com/","","https://signup.windroseenergy.com/Home/TOS?productId=89638&ver=spanish","False","","https://signup.windroseenergy.com/Home/EFl?productId=107684&ver=spanish","https://signup.windroseenergy.com/Home/index?ProductCode=RNR36001890","","(800) 483-1836","TRUE","FALSE","Spanish","3"
"19820","AEP TEXAS NORTH COMPANY","CHAMPION ENERGY SERVICES LLC","Free Weekends-12","0.1230","0.1130","0.1070","","False","True","1","Fixed","16","12","150.00","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptclfw12","Free electricity during the weekends (all day Saturday and Sunday, from 12 midnight Friday night to 11:59pm Sunday night).Lock in a fixed rate by calling 877.653.5090. 24/7 Customer Care based in Texas. Weekly usage reports, free payment options, and Connect-A-Friend Referral program. Champion Energy ranks “Highest in Customer Satisfaction with Retail Electric Service in Texas” according to the J.D. Power 2015 Texas Residential Retail Electric Service Satisfaction Study and is A+ Rated with the BBB.Studies and is A+ Rated with the BBB and winner of the 2013 Pinnacle Award.","https://web.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_Spanish_050118.pdf","False","","https://docs.championenergyservices.com/ExternalDocs?planname=PN2426&state=TX&language=ES","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose","","(877) 653-5090","FALSE","FALSE","Spanish","5"
"19909","AEP TEXAS NORTH COMPANY","RELIANT","Reliant PowerTracker","0.1460","0.1310","0.1230","","False","False","2","Indexed","10","1","0.00","www.reliant.com","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose. Los precios de este plan cambian el 15 de cada mes.","https://www.reliant.com/files/0901751881a30019.pdf","False","","https://www.reliant.com/files/090175188224b7c2.pdf","https://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&sid=A3P_ERCOT_2010JulPTCOffer&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"19848","AEP TEXAS NORTH COMPANY","FIRST CHOICE POWER ","You Got This 3","0.1220","0.1070","0.0990","","False","False","1","Fixed","15","3","135.00","https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-3/msid/26550/pid/ygt3?utm_source=BD&utm_medium=PTC","Precio medio refleja cargo mensual de $4.95. Sólo para nuevos clientes.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_SPA_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1214_SPA_20200505.PDF","https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-3-ptc/msid/26550/pid/ygt3?utm_source=BD&utm_medium=PTC","","(888) 676-9883","TRUE","FALSE","Spanish","2"
"19843","AEP TEXAS NORTH COMPANY","FIRST CHOICE POWER ","You Got This 3","0.1220","0.1070","0.0990","","False","False","1","Fixed","15","3","135.00","https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-3/msid/26550/pid/ygt3?utm_source=BD&utm_medium=PTC","When you sign up for this plan, you get peace of mind that comes from knowing that your electricity rate won't change for the next 3 bills. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFNRXXX1214_ENG_20200505.PDF","https://www.firstchoicepower.com/texas/electricity-plans/you-got-this-3-ptc/msid/26550/pid/ygt3?utm_source=BD&utm_medium=PTC","","(888) 676-9883","TRUE","FALSE","English","2"
"19798","AEP TEXAS NORTH COMPANY","WINDROSE ENERGY","Windrose Saver 36","0.1150","0.1040","0.0990","","False","False","1","Fixed","15","36","200.00","https://www.windroseenergy.com/","","https://signup.windroseenergy.com/Home/TOS?productId=89636","False","","https://signup.windroseenergy.com/Home/EFl?productId=107684","https://signup.windroseenergy.com/Home/index?ProductCode=RNR36001890","","(800) 483-1836","TRUE","FALSE","English","3"
"19787","AEP TEXAS NORTH COMPANY","RELIANT","Reliant Power On Flex plan","0.1360","0.1200","0.1120","","False","False","0","Variable","10","1","0.00","www.reliant.com","This offer is for new customers only who enroll through Power to Choose.","https://www.reliant.com/files/0901751881a30018.pdf","False","","http://www.reliant.com/files/0901751882275a05.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&sid=A3P_1562314131","","(855) 350-8650","TRUE","FALSE","English","4"
"19788","AEP TEXAS NORTH COMPANY","RELIANT","Reliant Power On Flex plan","0.1360","0.1200","0.1120","
","False","False","0","Variable","10","1","0.00","www.reliant.com","Esta oferta se aplica a nuevos clientes inscriben a través de Power to Choose.","https://www.reliant.com/files/0901751881a30019.pdf","False","","http://www.reliant.com/files/0901751882275a0d.pdf","http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&sid= A3P_1583854583&language_code=es_US","","(855) 350-8650","TRUE","FALSE","Spanish","4"
"19776","AEP TEXAS NORTH COMPANY","STREAM ENERGY","Simple & Secure - 36 Month Plan","0.1340","0.1090","0.1090","In any given month where your total kilowatt hour usage is less than or equal to 999 kWh, the price will be 13.4¢ per kWh. In any given month where your total usage is greater than or equal to 1000 kWh, your price will be 10.9¢ per kWh cents per kWh.
","False","False","1","Fixed","10","36","250.00","www.mystream.com","A simple 36-month fixed rate plan for new customers with Stream. Our Simple & Secure Plan isn't like all those energy plans that show you an energy charge PLUS a transmission and distribution charge. We give you an all-inclusive price so you know what you will pay each month. There is no minimum usage. Please note that this product contains fixed prices that are based upon your usage.","https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188219349c.pdf","False","","https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/09017518824618a0.pdf","https://mystream.com/en/services/energy?utm_source=power_to_choose&utm_medium=affiliate&utm_campaign=simple_secure_36","","(888) 685-7693","TRUE","TRUE","English","3"
"19599","AEP TEXAS NORTH COMPANY","INFINITE ENERGY","12 Month Simple Plan","0.1230","0.1120","0.1070","","False","False","1","Fixed","4","12","150.00","https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=SpanishSimple%20Plan&utm_term=12&utm_content=Website","	Llame al (877) 928-8766 para hablar con un representante de Atención al Cliente, de lunes a viernes de 7 a.m. a 6 p.m. CST. En este momento, servicio en español solo está disponible por teléfono.","https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=es_MX","False","","https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=AEPN&rateDescriptor=12-Month%20Simple&promoCode=PTC&languagePreference=es_MX","https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=SpanishSimple%20Plan&utm_term=12","","(877) 928-8766","FALSE","FALSE","Spanish","4"
"19722","AEP TEXAS NORTH COMPANY","CIRRO ENERGY","Smart Simple Select 18","0.1240","0.1130","0.1080","","False","False","1","Fixed","12","18","150.00","https://www.cirroenergy.com/espanol","Opciones eBill y Bill Alert sin papel ::: Servicio al cliente local 24/7 ::: Sin tarifas para VISA, DISCOVER y MC ::: Fácil acceso a la cuenta en línea ::: Esta oferta es solo para nuevos clientes","https://www.cirroenergy.com/files/0901751880b58ee8.pdf","False","","https://www.cirroenergy.com/files/090175188253ecc5.pdf","https://www.cirroenergy.com/espanol","","(844) 417-7180","TRUE","FALSE","Spanish","3"
"19507","AEP TEXAS NORTH COMPANY","WINDROSE ENERGY","Windrose Saver 24","0.1200","0.1090","0.1040","","False","False","1","Fixed","15","24","150.00","https://www.windroseenergy.com/","","https://signup.windroseenergy.com/Home/TOS?productId=89638&ver=spanish","False","","https://signup.windroseenergy.com/Home/EFl?productId=107686&ver=spanish","https://signup.windroseenergy.com/Home/index?ProductCode=RNR24001918","","(800) 483-1836","TRUE","FALSE","Spanish","3"
"19590","AEP TEXAS NORTH COMPANY","CONSTELLATION NEWENERGY INC","12 Month","0.1350","0.1250","0.1200","","False","False","1","Fixed","16","12","50.00","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ","","https://signup.startexpower.constellation.com/Contract/01HKX.pdf/?language=ES","False","","https://signup.startexpower.constellation.com/Contract/01WEY.pdf/?language=ES","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","(855) 797-8465","FALSE","FALSE","Spanish","3"
"19591","AEP TEXAS NORTH COMPANY","CONSTELLATION NEWENERGY INC","12 Month Usage Bill Credit ","0.1540","0.1090","0.1140","Constellation aplicará automáticamente un crédito en la factura de $ 35 a su factura para cada ciclo de facturación donde el uso sea de al menos 1000 kWh. Se aplicará un crédito adicional de $ 15 en la factura cuando el uso alcance los 2000 kWh","False","False","1","Fixed","16","12","50.00","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ","","https://signup.startexpower.constellation.com/Contract/01HFZ.pdf/?language=ES","False","","https://signup.startexpower.constellation.com/Contract/01WEZ.pdf/?language=ES","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","(855) 797-8465","FALSE","TRUE","Spanish","3"
"19467","AEP TEXAS NORTH COMPANY","ENTRUST ENERGY INC","Plan de Tarifa Fija Entrust 24","0.1360","0.1210","0.1130","","False","False","1","Fixed","17","24","150.00","http://www.entrustenergy.com","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.Spanish_7fa50743-2198-4971-8e55-c9bfa84e0c0b.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F24A0DG015_20200427_SPA_5cdcd32f-bf4a-4c13-a47a-3aeb6768973e.pdf","http://www.entrustenergy.com/power-to-choose","","(800) 871-8100","TRUE","FALSE","Spanish","1"
"19468","AEP TEXAS NORTH COMPANY","ENTRUST ENERGY INC","Plan de Tarifa Fija Entrust 12","0.1390","0.1240","0.1160","","False","False","1","Fixed","17","12","150.00","http://www.entrustenergy.com","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.Spanish_b94a9acb-715f-4a8f-aae4-30c9dbcc3f1e.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F12A0DG015_20200427_SPA_584c982d-cd1f-463a-bbfb-f855103f8db4.pdf","http://www.entrustenergy.com/power-to-choose","","(800) 871-8100","TRUE","FALSE","Spanish","1"
"19469","AEP TEXAS NORTH COMPANY","ENTRUST ENERGY INC","Plan de Tarifa Fija Entrust 18","0.1420","0.1270","0.1190","","False","False","1","Fixed","17","18","150.00","http://www.entrustenergy.com","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.Spanish_1fdf74d5-4cc6-4e46-abfb-5be4092487f0.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F18A0DG015_20200427_SPA_7469ad34-4b47-4f2f-8b19-4839a08acbc8.pdf","http://www.entrustenergy.com/power-to-choose","","(800) 871-8100","TRUE","FALSE","Spanish","1"
"19435","AEP TEXAS NORTH COMPANY","WTU RETAIL ENERGY ","Price Protection Plan 24","0.1170","0.1020","0.0940","","False","False","1","Fixed","15","24","135.00","https://www.wturetailenergy.com/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc","Precio medio refleja cargo mensual de $4.95","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=WTU_FIXED_TOS_SPA_20200303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FWNRXXX1005_SPA_20200505.PDF","https://www.wturetailenergy.com/texas/electricity-plans/price-protection-plan-24-ptc/msid/3051/pid/pp6?utm_source=BD&utm_medium=ptc","","(855) 509-1070","TRUE","FALSE","Spanish","5"
"19452","AEP TEXAS NORTH COMPANY","ENTRUST ENERGY INC","Entrust 24","0.1360","0.1210","0.1130","","False","False","1","Fixed","17","24","150.00","http://www.entrustenergy.com","Secure your rate for 24 months and avoid rate fluctuations. Sign up today and experience the Entrust Energy difference! For more information, please visit www.entrustenergy.com, call us toll-free at 1.800.871.8100, or email us at customercare@entrustenergy.com.","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_27dfca9c-0d24-4bea-84f8-bb4a52043554.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F24A0DG015_20200427_ENG_5356870a-f637-46a8-a274-8b0f32ae1dcc.pdf","http://www.entrustenergy.com/power-to-choose","","(800) 871-8100","TRUE","FALSE","English","1"
"19454","AEP TEXAS NORTH COMPANY","ENTRUST ENERGY INC","Entrust 12","0.1390","0.1240","0.1160","","False","False","1","Fixed","17","12","150.00","http://www.entrustenergy.com","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_f0330e00-2b97-424c-b02e-4e55a019cf4c.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F12A0DG015_20200427_ENG_fd8a70a3-60e1-41f9-98b2-9d7e33ec05ab.pdf","http://www.entrustenergy.com/power-to-choose","","(800) 871-8100","TRUE","FALSE","English","1"
"19456","AEP TEXAS NORTH COMPANY","ENTRUST ENERGY INC","Entrust 18","0.1420","0.1270","0.1190","","False","False","1","Fixed","17","18","150.00","http://www.entrustenergy.com","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCTMARKETING/Entrust.TOS.06132019.English_af6955f2-6aed-4abc-b8b1-2bbcd3c24103.pdf","False","","https://s3-us-west-2.amazonaws.com/ironhide.operations/PRODUCT/TXN5F18A0DG015_20200427_ENG_3963abed-e089-4964-a119-e00e255e40ed.pdf","http://www.entrustenergy.com/power-to-choose","","(800) 871-8100","TRUE","FALSE","English","1"
"19410","AEP TEXAS NORTH COMPANY","SOUTHWEST POWER & LIGHT","Texas Ahorrador a Precio Fijo Autopay E-Plan","0.1180","0.1050","0.0980","","False","False","1","Fixed","16","36","175.00","http://www.southwestpl.com","Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Southwest’s AutoPay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.","https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRWTUF36PTC&lang=es","False","","https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRWTUF36PTC&lang=es","https://enroll.southwestpl.com","","(866) 941-7975","FALSE","FALSE","Spanish","4"
"19402","AEP TEXAS NORTH COMPANY","GEXA ENERGY","Gexa Choice Green 12","0.1130","0.1020","0.0970","","False","False","1","Fixed","100","12","150.00","https://www.gexaenergy.com/P2CSP/","| Asegura una baja tarifa fija.| Haga su factura mas predecible con el programa Budget Billing de Gexa Energy.| Tambien se ofrece diferentes metodos de pago con opciones de autopago sin cargo adicional.| Esta oferta se aplica solo a nuevos clientes que se inscriben a traves de Poder de Escoger. ","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=SP&prodcode=TOS","False","","https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=SP&prodcode=GXACHIGRN12&tdspcode=AEP_NORTH","https://www.gexaenergy.com/P2CSP/","","(866) 329-4392","TRUE","FALSE","Spanish","3"
"19404","AEP TEXAS NORTH COMPANY","YEP","Operación USO Apoyar a Nuestras Tropas AutoPay E-Plan de Mes a Mes","0.1360","0.1060","0.1000","$9.95 para el uso de menos de 1,000 kWh
","False","False","0","Variable","16","1","0.00","http://www.yeptexas.com/","YEP se ha asociado con la USO para permitirle apoyar directamente a nuestras tropas y sus familias, tanto en el extranjero como en el nacional. Por cada 1,000 kilovatios por hora que usted consuma debajo del YEP Operación USO Apoya A Nuestras Tropas AutoPay E-Plan Mes a Mes, una contribución de $3 será realizado por YEP al Programa de Cuidado de Familia y al USO","https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRWTUUSOPROMO&lang=es","False","","https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRWTUUSOPROMO&lang=es","https://enroll.yepenergy.com","","(866) 937-5937","TRUE","TRUE","Spanish","4"
